Rank,Institution,All R&D expenditures,Unnamed: 3,Environmental sciences,Unnamed: 5,Life sciences,Unnamed: 7,Math and computer sciences,Unnamed: 9,Physical sciences,Unnamed: 11,Psychology,Unnamed: 13,Social sciences,Unnamed: 15,"Sciences, nec",Unnamed: 17,Engineering,Unnamed: 19,All non-S&E fields,Unnamed: 21
263.0,"U. Minnesota, Duluth",10025,,7567,,851,,244,,779,,0,,0,,0,,584,,0,
264.0,Miami U.,10008,,1072,,2543,,494,,1974,,1084,,885,,631,,595,,730,
265.0,"California Polytechnic State U., San Luis Obispo",9796,,640,,2590,,519,,517,,35,,530,,350,,4470,,145,
266.0,Texas A&M U.-Corpus Christi,9491,,5760,,1380,,1181,,0,,0,,189,,202,,443,,336,
267.0,Albany Medical C.,9481,,0,,9481,,0,,0,,0,,0,,0,,0,,0,
268.0,American U.,9449,,65,,758,,126,,1147,,1032,,3791,,1525,,0,,1005,
269.0,Rosalind Franklin U. of Medicine and Science,9368,,0,,8460,,0,,0,,908,,0,,0,,0,,0,
270.0,Creighton U.,9359,,0,i,7391,i,604,i,990,i,0,i,179,i,0,i,0,i,195,i
271.0,Marquette U.,9320,,0,,4004,,745,,1179,,323,,26,,0,,2862,,181,
272.0,South Dakota School of Mines and Technology,9286,,435,,0,,50,,1162,,0,,0,,0,,7639,,0,
273.0,"U. Maryland, Eastern Shore",9284,,4724,,4541,,0,,0,,0,,0,,0,,19,,0,
274.0,Fayetteville State U.,9243,,0,,862,,325,,298,,0,,143,,36,,128,,7451,
275.0,U. South Dakota,9214,,17,,5998,,153,,1631,,458,,28,,0,,179,,750,
276.0,Northern Illinois U.,9158,,498,,979,,525,,2436,,1394,,298,,29,,2756,,243,
277.0,U.S. Naval Academy,8978,,371,,0,,1499,,1765,,0,,0,,0,,5343,,0,
278.0,Dillard U.,8853,,74,,72,,0,,711,,0,,7994,,0,,0,,2,
279.0,"U. Alaska, Anchorage",8575,,3036,,3012,,44,,0,,0,,567,,963,,393,,560,
280.0,Florida Institute of Technology,8315,,1621,,2066,,869,,2248,,175,,0,,0,,1272,,64,
281.0,Claremont Graduate U.,8290,i,0,i,7566,i,150,i,0,i,191,i,183,i,0,i,0,i,200,i
282.0,Van Andel Institute,8138,,0,,8138,i,0,,0,,0,,0,,0,,0,,0,
283.0,St. Edward's U.,8000,,250,,3100,,0,,850,,0,,0,,0,,0,,3800,
284.0,Prairie View A&M U.,7994,,0,,5551,,269,,993,,0,,0,,0,,1145,,36,
285.0,Fisk U.,7901,i,0,i,830,i,53,i,5918,i,0,i,0,i,0,i,0,i,1100,i
286.0,"SUNY, C. of Environmental Science and Forestry",7784,,405,,6483,,90,,170,,0,,309,,0,,327,,0,
287.0,Xavier U. Louisiana,7735,,0,,2824,,318,,4177,,16,,31,,0,,369,,0,
288.0,Wichita State U.,7728,,226,,423,,1,,526,,781,,13,,0,,4427,,1331,
289.0,Northeast Ohio Medical U.,7607,,0,,7598,,0,,0,,0,,9,,0,,0,,0,
290.0,U. New Orleans,7492,,2076,,378,,851,,1688,,395,,764,,0,,635,,705,
291.0,Clark Atlanta U.,7455,,0,,4812,,189,,2387,,0,,0,,0,,51,,16,
292.0,"U. Massachusetts, Dartmouth",7321,,3105,,603,,406,,586,,66,,0,,0,,2368,,187,
293.0,Rhode Island C.,7258,,0,,361,,0,,80,,285,,0,,0,,0,,6532,
294.0,Texas A&M U.-Kingsville,7080,,875,,3570,,0,,34,,120,,0,,0,,884,,1597,
295.0,Alcorn State U.,6784,,0,,4296,,268,,0,,0,,2220,,0,,0,,0,
296.0,Ponce Health Sciences U.,6729,,0,,6729,,0,,0,,0,,0,,0,,0,,0,
297.0,U. Tulsa,6384,,103,,329,,2892,,608,,236,,193,,0,,1524,,499,
298.0,"Louisiana State U., Health Sciences Center - Shreveport",6321,,0,,6321,,0,,0,,0,,0,,0,,0,,0,
299.0,C. Charleston,6200,,979,,2128,,451,,921,,333,,51,,0,,0,,1337,
300.0,"California State U., Long Beach",6198,,431,,2319,,78,,1172,,1452,,140,,218,,237,,151,
301.0,Oakland U.,6161,,0,,1785,,364,,1710,,84,,0,,0,,1396,,822,
302.0,U. Central del Caribe,6147,,0,,6147,,0,,0,,0,,0,,0,,0,,0,
303.0,"U. Nebraska, Omaha",6066,,0,,690,,2215,,228,,191,,211,,0,,949,,1582,
304.0,U. Texas Pan American,6054,,14,,1765,,432,,707,,65,,35,,0,,2776,,260,
305.0,"California State U., San Bernardino",5959,,17,,1207,,1959,,1088,,1089,,85,,95,,88,,331,
306.0,Morehouse C.,5944,,0,,455,,135,,2632,,0,,38,,2576,,0,,108,
307.0,Nova Southeastern U.,5896,,2427,,3298,,0,,0,,131,,0,,0,,0,,40,
308.0,"U. North Carolina, Wilmington",5819,,1068,,2208,,200,,401,,195,,58,,367,,22,,1300,
309.0,Winthrop U.,5802,,0,,91,,112,,473,,0,,0,,0,,0,,5126,
310.0,Louisiana Tech U.,5776,,0,,373,,1675,,1243,,0,,165,,0,,1977,,343,
311.0,"CUNY, Brooklyn C.",5771,,454,,1375,,222,,1431,,1957,,0,,0,,0,,332,
312.0,"California State U., Sacramento",5697,,91,,758,,231,,24,,0,,299,,619,,3126,,549,
313.0,U. Metropolitana,5634,,108,,393,,359,,3180,,0,,0,,0,,105,,1489,
314.0,Langston U.,5621,,0,,5458,,0,,163,,0,,0,,0,,0,,0,
315.0,U. Guam,5586,,1384,,4057,,0,,0,,0,,14,,0,,0,,131,
316.0,West Virginia State U.,5562,,740,,4080,,145,,567,,0,,0,,0,,29,,1,
317.0,Bowling Green State U.,5544,,74,,538,,125,,2060,,102,,1168,,0,,0,,1477,
318.0,National Defense U.,5542,,0,,20,,0,,0,,40,,4772,,0,,0,,710,
319.0,"Lincoln U., Jefferson City",5492,,1417,,3390,,98,,9,,0,,163,,415,,0,,0,
320.0,Central Michigan U.,5464,,218,,3015,,85,,1259,,84,,108,,0,,339,,356,
321.0,Clarkson U.,5440,,0,,352,,589,,396,,0,,0,,0,,4099,,4,
322.0,East Tennessee State U.,5135,,0,,4010,,168,,172,,304,,10,,0,,0,,471,
323.0,Norfolk State U.,5104,,0,,129,,806,,978,,0,,0,,0,,3005,,186,
324.0,Duquesne U.,5004,,0,,2553,,152,,1372,,0,,0,,0,,317,,610,
325.0,Virginia State U.,4951,,48,,3684,,59,,51,,200,,24,,0,,782,,103,
326.0,U. New England,4862,,1006,,3826,,0,,24,,0,,0,,0,,0,,6,
327.0,"California State U., Fullerton",4784,,77,,2917,,0,,1017,,84,,194,,17,,334,,144,
328.0,Texas Christian U.,4732,,26,,264,,110,,624,,1992,,262,,0,,13,,1441,
329.0,Rowan U.,4674,,10,,2815,,30,,294,,85,,0,,1,,1430,,9,
330.0,"Purdue U., Calumet",4664,,0,,96,,84,,144,,0,,0,,69,,1783,,2488,
331.0,DePaul U.,4622,,12,,236,,1703,,90,,2395,,0,,0,,0,,186,
332.0,Kentucky State U.,4590,,0,,4559,,0,,0,,11,,0,,0,,20,,0,
333.0,"California State U., San Marcos",4573,,0,,3009,,489,,49,,0,,41,,0,,121,,864,
334.0,Villanova U.,4572,,2,,872,,1165,,759,,46,,52,,0,,1667,,9,
335.0,Western Washington U.,4546,,1118,,368,,569,,635,,163,,127,,521,,378,,667,
336.0,Florida Gulf Coast U.,4501,,146,,843,,59,,0,,0,,0,,0,,91,,3362,
337.0,South Carolina State U.,4456,,120,,0,,0,,150,,0,,0,,0,,1233,,2953,
338.0,Illinois State U.,4424,,196,,1420,,722,,444,,0,,90,,0,,0,,1552,
339.0,"U. Missouri, Saint Louis",4369,,0,,1569,,147,,836,,611,,691,,0,,130,,385,
340.0,U. Southern Maine,4365,i,298,i,2365,i,213,i,364,i,102,i,132,i,0,i,740,i,151,i
341.0,"Arkansas State U., Jonesboro",4347,,0,,2655,,143,,678,,217,,9,,0,,613,,32,
342.0,"California State U., Los Angeles",4291,,87,,939,,0,,1114,,283,,14,,0,,1357,,497,
343.0,"U. Arkansas, Little Rock",4259,,148,,1075,,471,,834,,0,,68,,0,,1140,,523,
344.0,U. Colorado Colorado Springs,4244,,141,,203,,1303,,830,,611,,0,,27,,676,,453,
345.0,Fort Valley State U.,4079,,0,,3908,,57,,114,,0,,0,,0,,0,,0,
346.0,"U. Texas, Brownsville",3977,,105,,1362,,390,,1988,,0,,82,,15,,10,,25,
347.0,Fordham U.,3969,,0,,729,,280,,0,,1665,,115,,0,,0,,1180,
348.0,Tarleton State U.,3927,,4,,3797,,0,,0,,0,,0,,0,,0,,126,
349.0,"U. Arkansas, Pine Bluff",3912,,0,,3402,,255,,255,,0,,0,,0,,0,,0,
350.0,Baylor U.,3878,,344,,893,,444,,1397,,164,,123,,0,,474,,39,
351.0,Carleton C.,3813,,56,,174,,17,,733,,87,,10,,0,,0,,2736,
352.0,MGH Institute of Health Professions,3766,,0,,3766,,0,,0,,0,,0,,0,,0,,0,
353.0,"U. Texas Health Science Center, Tyler",3713,,0,,3713,,0,,0,,0,,0,,0,,0,,0,
354.0,Wesleyan U.,3612,,188,,1475,,131,,1294,,494,,0,,0,,0,,30,
355.0,Tennessee Technological U.,3578,,0,,394,,490,,509,,493,,0,,0,,1622,,70,
356.0,Smith C.,3575,,54,,1101,,730,,458,,405,,25,,17,,785,,0,
357.0,"California State U., Fresno",3573,,113,,1960,,358,,407,,18,,19,,0,,165,,533,
358.0,"California State U., Monterey Bay",3459,,703,,2456,,271,,0,,0,,29,,0,,0,,0,
359.0,Texas Southern U.,3458,,126,,1440,,707,,488,,0,,0,,0,,40,,657,
360.0,Western Kentucky U.,3450,,229,,970,,0,,1295,,43,,112,,0,,334,,467,
361.0,Montana Tech of U. Montana,3420,,957,,318,,0,,261,,0,,0,,0,,1884,,0,
362.0,"CUNY, John Jay C. of Criminal Justice",3392,,0,,217,,386,,0,,1496,,243,,0,,0,,1050,
363.0,Humboldt State U.,3280,,1789,,1376,,0,,55,,0,,60,,0,,0,,0,
364.0,"Southern U. and A&M C., Baton Rouge",3258,,456,,334,,216,,640,,0,,0,,0,,1612,,0,
365.0,U. Central Oklahoma,3193,,0,,541,,133,,17,,0,,0,,0,,731,,1771,
366.0,Missouri State U.,3165,,15,,2418,,49,,370,,0,,110,,0,,179,,24,
367.0,Jacksonville State U.,3020,,0,,0,,13,,0,,0,,0,,0,,0,,3007,
368.0,Georgia Southern U.,3004,,89,,1934,,62,,331,,46,,59,,0,,402,,81,
369.0,U. Baltimore,2998,,33,,0,,73,,0,,0,,2284,,0,,0,,608,
370.0,Wellesley C.,2980,,42,,1198,,531,,427,,0,,71,,702,,0,,9,
371.0,"Texas Tech U., Health Sciences Center, El Paso",2893,,0,,2689,,0,,0,,0,,0,,0,,0,,204,
372.0,Chapman U.,2790,,619,,693,,0,,538,,416,,82,,0,,0,,442,
373.0,Salisbury U.,2727,,224,,422,,169,,3,,0,,0,,149,,0,,1760,
374.0,Montclair State U.,2716,,366,,739,,366,,282,,286,,77,,0,,0,,600,
375.0,Tougaloo C.,2689,,0,,1868,,0,,0,,0,,0,,0,,0,,821,
376.0,Naval War C.,2653,,0,,0,,0,,0,,0,,0,,0,,0,,2653,
377.0,"U. South Florida, Saint Petersburg",2650,,83,,0,,0,,0,,12,,0,,0,,0,,2555,
378.0,"U. Texas, Tyler",2570,,0,,163,,43,,0,,4,,76,,0,,23,,2261,
379.0,"California State U., Dominguez Hills",2527,,20,,205,,120,,581,,0,,109,,0,,0,,1492,
380.0,Clark U.,2515,,615,,493,,0,,250,,373,,566,,0,,0,,218,
380.0,"U. Washington, Tacoma",2515,,1213,,0,,173,,0,,0,,0,,0,,0,,1129,
382.0,"Southern U. and A&M C., Agricultural Research and Extension Center",2514,,0,,2514,,0,,0,,0,,0,,0,,0,,0,
383.0,"SUNY, C. of Optometry",2490,,0,,2490,,0,,0,,0,,0,,0,,0,,0,
384.0,A. T. Still U.,2442,,0,,2442,,0,,0,,0,,0,,0,,0,,0,
385.0,James Madison U.,2418,,311,,635,,180,,575,,89,,91,,0,,537,,0,
386.0,"CUNY, Lehman C.",2394,,12,,787,,169,,657,,0,,746,,0,,0,,23,
387.0,Barnard C.,2384,,84,,282,,154,,765,,851,,30,,0,,0,,218,
388.0,New York Institute of Technology,2375,,0,,1330,,162,,0,,0,,0,,0,,578,,305,
389.0,Youngstown State U.,2346,,0,,8,,0,,2038,,0,,0,,0,,300,,0,
390.0,Gallaudet U.,2340,,0,,275,,789,,81,,787,,43,,81,,8,,276,
390.0,Stephen F. Austin State U.,2340,,33,,861,,460,,0,,0,,211,,0,,0,,775,
392.0,Kennesaw State U.,2329,,0,,448,,0,,229,,0,,36,,0,,0,,1616,
393.0,Mount Holyoke C.,2327,,294,,682,,182,,946,,119,,91,,0,,0,,13,
394.0,Alabama State U.,2303,,0,,2303,,0,,0,,0,,0,,0,,0,,0,
395.0,Middle Tennessee State U.,2302,,285,,658,,123,,305,,40,,61,,0,,137,,693,
396.0,New School,2300,,0,,0,,266,,0,,1677,,107,,56,,0,,194,
397.0,Ball State U.,2291,,1,,1171,,389,,52,,72,,143,,0,,0,,463,
398.0,Plymouth State U.,2259,,777,,433,,0,,0,,0,,14,,0,,0,,1035,
399.0,"U. Washington, Bothell",2236,,489,,470,,242,,0,,0,,0,,21,,0,,1014,
400.0,"Rutgers, State U. New Jersey, Camden",2215,,0,,1400,,294,,78,,155,,57,,0,,0,,231,
401.0,"Southern Illinois U., Edwardsville",2175,,430,,680,,70,,97,,0,,74,,158,,602,,64,
402.0,Bowdoin C.,2156,,321,,1374,,147,,262,,0,,48,,2,,0,,2,
403.0,Hofstra U.,2119,,53,,294,,45,,0,,0,,15,,0,,1429,,283,
404.0,"CUNY, Graduate Center",2106,,12,,449,,143,,0,,44,,1059,,0,,0,,399,
405.0,Elizabeth City State U.,2058,,205,,0,,694,,745,,0,,0,,0,,0,,414,
406.0,U. Wisconsin-Stevens Point,2056,i,140,i,1114,i,100,i,172,i,48,i,62,i,0,i,349,i,71,i
407.0,Grand Valley State U.,2033,,489,,597,,88,,408,,29,,390,,0,,32,,0,
408.0,Towson U.,2020,,101,,313,,400,,219,,0,,292,,0,,0,,695,
409.0,U. Richmond,2013,,128,,194,,18,,680,,343,,375,,0,,0,,275,
410.0,Bates C.,2004,,261,,1300,,131,,176,,128,,0,,0,,8,,0,
411.0,U. Northern Iowa,1961,,0,,83,,0,,334,,10,,859,,561,,0,,114,
412.0,"U. Tennessee, Chattanooga",1949,,0,,570,,332,,22,,0,,0,,0,,1025,,0,
413.0,Seton Hall U.,1919,,0,,736,,0,,0,,0,,0,,0,,0,,1183,
414.0,Wiley C.,1894,,0,,22,,69,,0,,0,,0,,0,,0,,1803,
415.0,"California State Polytechnic U., Pomona",1881,,345,,472,,27,,118,,0,,13,,0,,851,,55,
416.0,"California State U., Bakersfield",1875,,1189,,255,,410,,0,,0,,0,,0,,0,,21,
417.0,West Texas A&M U.,1860,,0,,237,,117,,429,,0,,82,,0,,770,,225,
418.0,National U.,1848,,0,,288,,0,,0,,0,,0,,0,,0,,1560,
419.0,"U. Michigan, Dearborn",1844,,0,,6,,0,,34,,0,,0,,74,,1730,,0,
420.0,U. San Diego,1836,,967,,137,,26,,493,,0,,132,,0,,44,,37,
421.0,Amherst C.,1835,,17,,539,,162,,832,,51,,234,,0,,0,,0,
422.0,Appalachian State U.,1796,,606,,552,,176,,205,,249,,7,,0,,0,,1,
422.0,Savannah State U.,1796,,977,,653,,29,,58,,0,,14,,12,,53,,0,
424.0,U. of the Pacific,1751,,49,,314,,53,,394,,0,,8,,0,,201,,732,
425.0,Bryn Mawr C.,1713,,155,,326,,698,,241,,270,,23,,0,,0,,0,
426.0,Davidson C.,1703,,0,,773,,7,,15,,560,,348,,0,,0,,0,
427.0,Williams C.,1700,,141,,261,,452,,626,,51,,169,,0,,0,,0,
428.0,Roger Williams U.,1696,,424,,96,,14,,560,,0,,0,,30,,0,,572,
429.0,Pace U.,1681,,0,,270,,348,,43,,0,,0,,0,,668,,352,
430.0,Black Hills State U.,1674,,0,,449,,0,,186,,0,,0,,0,,0,,1039,
431.0,"Indiana U.-Purdue U., Fort Wayne",1650,,0,,379,,23,,92,,179,,66,,0,,217,,694,
432.0,Reed C.,1638,,0,,867,,149,,148,,416,,58,,0,,0,,0,
433.0,Harvey Mudd C.,1633,,0,,66,,1170,,127,,0,,0,,8,,262,,0,
434.0,Southern Connecticut State U.,1626,,134,i,1061,i,95,i,163,i,46,i,59,i,0,i,0,i,68,i
435.0,Erikson Institute,1610,,0,,0,,0,,0,,0,,0,,0,,0,,1610,
436.0,Northwest Indian C.,1604,i,0,i,0,i,0,i,0,i,0,i,466,i,0,i,0,i,1138,i
437.0,Central Washington U.,1575,,1240,,37,,0,,210,,0,,88,,0,,0,,0,
438.0,U. Houston-Downtown,1571,,62,,7,,468,,90,,0,,0,,0,,146,,798,
439.0,"Palmer C. of Chiropractic, Davenport",1558,,0,,1558,,0,,0,,0,,0,,0,,0,,0,
440.0,Middlebury C.,1535,,313,,641,,78,,292,,105,,106,,0,,0,,0,
441.0,"U. North Carolina, Asheville",1531,,306,,1,,1,,866,,169,,109,,0,,0,,79,
442.0,"Pennsylvania State U., Behrend",1510,,1049,,38,,61,,75,,2,,31,,0,,218,,36,
443.0,Central State U.,1508,,176,,69,,12,,39,,0,,421,,700,,91,,0,
444.0,Bowie State U.,1497,,0,,149,,1153,,195,,0,,0,,0,,0,,0,
445.0,Sam Houston State U.,1491,,44,,251,,451,,317,,45,,380,,0,,0,,3,
446.0,Bucknell U.,1489,,150,,253,,40,,590,,51,,0,,0,,405,,0,
447.0,Eastern Michigan U.,1482,,194,,252,,57,,139,,236,,275,,0,,121,,208,
448.0,"U. Louisiana, Monroe",1479,,0,,1341,,0,,1,,0,,137,,0,,0,,0,
449.0,Haverford C.,1476,,0,,363,,36,,1059,,0,,18,,0,,0,,0,
450.0,"U. Massachusetts, central office",1445,,0,,85,,0,,0,,0,,0,,1,,0,,1359,
451.0,Hope C.,1436,,2,,344,,14,,867,,0,,0,,0,,209,,0,
452.0,Alfred U.,1434,,0,,9,,0,,18,,0,,0,,0,,1278,,129,
452.0,U. of the District of Columbia,1434,,0,,1411,,23,,0,,0,,0,,0,,0,,0,
454.0,Southeastern Louisiana U.,1429,,20,,726,,0,,310,,7,,149,,0,,0,,217,
455.0,"Toyota Technological Institute, Chicago",1392,,0,,0,,1392,,0,,0,,0,,0,,0,,0,
456.0,Swarthmore C.,1379,,0,,300,,82,,326,,176,,31,,157,,280,,27,
457.0,Benedict C.,1373,,498,,126,,136,,286,,0,,0,,0,,327,,0,
458.0,Oberlin C.,1364,,145,,667,,139,,410,,0,,3,,0,,0,,0,
459.0,U. Northern Colorado,1359,,146,,467,,236,,283,,67,,31,,0,,0,,129,
460.0,Northern Kentucky U.,1342,,0,,386,,8,,459,,287,,106,,0,,0,,96,
461.0,"U. Alaska, Southeast",1341,,1042,,59,,0,,65,,0,,27,,134,,14,,0,
462.0,American Samoa Community C.,1337,,0,,1337,,0,,0,,0,,0,,0,,0,,0,
463.0,Milwaukee School of Engineering,1335,,0,,817,,0,,54,,0,,0,,0,,464,,0,
464.0,"Touro U., Vallejo",1332,,0,,1332,,0,,0,,0,,0,,0,,0,,0,
465.0,U. Central Arkansas,1300,,0,,569,,324,,215,,101,,13,,0,,0,,78,
466.0,St. Cloud State U.,1299,,215,,254,,0,,584,,0,,24,,222,,0,,0,
467.0,Valparaiso U.,1267,,0,,70,,108,,318,,0,,0,,0,,766,,5,
468.0,Santa Clara U.,1226,,113,,397,,0,,203,,0,,113,,0,,398,,2,
469.0,"CUNY, C. Staten Island",1222,,3,,161,,172,,389,,40,,70,,0,,186,,201,
470.0,Morehead State U.,1217,,0,,244,,0,,170,,508,,0,,142,,0,,153,
471.0,Western U. of Health Sciences,1206,,0,,1099,,0,,0,,0,,0,,0,,0,,107,
472.0,Salus U.,1198,,0,,1198,,0,,0,,0,,0,,0,,0,,0,
472.0,U. North Florida,1198,,0,,164,,0,,452,,135,,53,,0,,380,,14,
474.0,Salish Kootenai C.,1186,,987,,116,,0,,0,,0,,83,,0,,0,,0,
475.0,Trinity U.,1183,,93,,116,,185,,620,,131,,5,,0,,1,,32,
476.0,Grambling State U.,1177,,0,,0,,0,,915,,0,,0,,0,,0,,262,
477.0,Calvin C.,1175,i,21,i,626,i,115,i,353,i,0,i,0,i,0,i,0,i,60,i
478.0,Providence C.,1162,,0,,782,,0,,111,,269,,0,,0,,0,,0,
479.0,Claflin U.,1158,,0,,452,,35,,628,,0,,0,,43,,0,,0,
480.0,Wheeling Jesuit U.,1156,,0,,0,,0,,0,,0,,0,,0,,0,,1156,
481.0,Saint Michael's C.,1153,,0,,989,,57,,104,,3,,0,,0,,0,,0,
482.0,Furman U.,1136,,117,,117,,14,,770,,53,,0,,0,,0,,65,
482.0,Siena C.,1136,,0,,141,,88,,467,,0,,0,,440,,0,,0,
484.0,Vassar C.,1133,,2,,341,,306,,129,,6,,19,,0,,151,,179,
485.0,Albany State U.,1128,,40,,367,,0,,595,,3,,0,,0,,0,,123,
486.0,Norwich U.,1121,,67,,928,,48,,40,,2,,0,,0,,36,,0,
486.0,Texas A&M U.-Commerce,1121,,0,,156,,21,,760,,18,,0,,166,,0,,0,
488.0,Eastern Kentucky U.,1111,,91,,766,,0,,60,,0,,2,,0,,0,,192,
489.0,Maine Maritime Academy,1110,,0,,0,,0,,0,,0,,0,,0,,0,,1110,
490.0,Colgate U.,1109,,222,,256,,147,,326,,0,,158,,0,,0,,0,
491.0,Franklin W. Olin C. of Engineering,1103,,0,,0,,0,,0,,0,,0,,0,,1103,,0,
492.0,U. of the Sciences Philadelphia,1096,,0,,645,,0,,190,,0,,16,,0,,0,,245,
493.0,U. Hartford,1089,,0,,141,,104,,0,,0,,0,,0,,747,,97,
494.0,"Union C., Schenectady",1080,,246,,54,,45,,162,,132,,64,,0,,377,,0,
495.0,Shaw U.,1078,i,0,i,472,i,81,i,228,i,43,i,94,i,0,i,0,i,160,i
496.0,Pomona C.,1074,,464,,187,,246,,166,,0,,11,,0,,0,,0,
497.0,Lafayette C.,1066,,74,,114,,227,,171,,0,,0,,161,,305,,14,
498.0,Albany C. of Pharmacy and Health Sciences,1065,,0,,1065,,0,,0,,0,,0,,0,,0,,0,
499.0,Pepperdine U.,1058,,17,,101,,14,,0,,0,,592,,0,,0,,334,
500.0,Christopher Newport U.,1041,,0,,475,,0,,400,,0,,13,,0,,50,,103,
500.0,Coastal Carolina U.,1041,,898,,70,,6,,67,,0,,0,,0,,0,,0,
502.0,Colby C.,1038,,97,,420,,0,,405,,116,,0,,0,,0,,0,
503.0,Spelman C.,1035,,0,,284,,219,,294,,166,,0,,0,,72,,0,
504.0,Kettering U.,1032,,0,,6,,56,,2,,0,,0,,0,,602,,366,
505.0,Franklin and Marshall C.,1017,,104,,477,,0,,246,,0,,0,,0,,164,,26,
506.0,U. Wisconsin-La Crosse,1006,,11,,662,,34,,285,,0,,14,,0,,0,,0,
507.0,Indiana State U.,992,,167,,507,,0,,26,,0,,114,,0,,111,,67,
507.0,"St. John's U., Manhattan",992,,0,,556,,51,,171,,164,,0,,0,,0,,50,
509.0,Lawrence Technological U.,976,,0,,0,,65,,0,,0,,0,,0,,906,,5,
509.0,U. Wisconsin-Oshkosh,976,i,67,i,529,i,47,i,81,i,23,i,29,i,0,i,166,i,34,i
511.0,Skidmore C.,969,,209,,527,,20,,100,,22,,91,,0,,0,,0,
512.0,Sonoma State U.,964,,476,,294,,87,,107,,0,,0,,0,,0,,0,
513.0,Pacific U.,962,,18,,104,,0,,42,,186,,0,,0,,0,,612,
514.0,"U. Puerto Rico, Cayey",959,,70,,0,,0,,60,,0,,0,,829,,0,,0,
515.0,Eastern Washington U.,955,,36,,687,,0,,94,,0,,138,,0,,0,,0,
516.0,Mills C.,938,,0,,0,,0,,0,,0,,0,,0,,0,,938,
517.0,Keck Graduate Institute,937,,0,,937,,0,,0,,0,,0,,0,,0,,0,
518.0,Seattle U.,927,,0,,266,,151,,199,,0,,21,,0,,253,,37,
519.0,Seattle Pacific U.,915,,0,,0,,0,,0,,133,,0,,0,,0,,782,
520.0,"U. Oklahoma, Tulsa",895,,0,,495,,0,,0,,13,,27,,0,,347,,13,
521.0,U. Detroit Mercy,890,,0,,617,,20,,124,,63,,24,,0,,42,,0,
522.0,"Trinity C., Hartford",889,,0,,437,,373,,1,,0,,24,,0,,54,,0,
523.0,Lewis and Clark C.,872,,305,,316,,67,,174,,10,,0,,0,,0,,0,
524.0,"California State U., Chico",854,,305,,134,,39,,0,,0,,0,,16,,249,,111,
525.0,Occidental C.,853,,130,,279,,0,,344,,100,,0,,0,,0,,0,
526.0,"SUNY, Buffalo State",846,,559,,58,,0,,37,,22,,163,,7,,0,,0,
527.0,"CUNY, Baruch C.",845,,0,,0,,0,,207,,152,,479,,0,,0,,7,
528.0,"CUNY, system office",828,,1,,6,,821,,0,,0,,0,,0,,0,,0,
529.0,"California State U., Channel Islands",825,,213,,31,,131,,237,,0,,0,,213,,0,,0,
530.0,Keene State C.,820,,0,,818,,0,,2,,0,,0,,0,,0,,0,
531.0,Loyola Marymount U.,819,,0,,166,,119,,108,,339,,30,,0,,47,,10,
532.0,Alaska Pacific U.,802,,411,,121,,0,,0,,0,,0,,0,,0,,270,
533.0,Murray State U.,798,,77,,529,,31,,156,,0,,0,,0,,0,,5,
534.0,Hawaii Pacific U.,789,,274,,398,,14,,9,,0,,94,,0,,0,,0,
535.0,Dakota State U.,765,,0,,150,,615,,0,,0,,0,,0,,0,,0,
536.0,Connecticut C.,756,,0,,318,,0,,337,,0,,101,,0,,0,,0,
537.0,Willamette U.,745,,0,,346,,224,,42,,4,,114,,0,,0,,15,
538.0,Western Carolina U.,740,,320,,389,,0,,0,,0,,17,,0,,14,,0,
539.0,Texas Woman's U.,722,,0,,299,,0,,0,,0,,0,,0,,0,,423,
540.0,"SUNY, C. Plattsburgh",717,,356,,0,,0,,360,,1,,0,,0,,0,,0,
541.0,Macalester C.,708,,148,,96,,143,,294,,0,,27,,0,,0,,0,
542.0,U. Western States,699,,0,,699,,0,,0,,0,,0,,0,,0,,0,
543.0,"U. South Carolina, Aiken",689,,0,,0,,0,,0,,137,,552,,0,,0,,0,
544.0,"CUNY, Medgar Evers C.",686,,0,,471,,42,,170,,0,,0,,0,,3,,0,
545.0,"Augustana C., Sioux Falls",671,,0,,505,,0,,142,,0,,0,,0,,0,,24,
546.0,Augsburg C.,669,,0,,74,,0,,585,,10,,0,,0,,0,,0,
546.0,"U. Puerto Rico, Humacao",669,,0,,0,,0,,669,,0,,0,,0,,0,,0,
548.0,St. Olaf C.,668,,0,,177,,310,,181,,0,,0,,0,,0,,0,
549.0,"SUNY, Geneseo",663,,112,,68,,6,,445,,0,,4,,0,,0,,28,
550.0,Texas A&M International U.,658,,10,,220,,197,,0,,175,,0,,56,,0,,0,
551.0,Midwestern U.,654,,0,,654,,0,,0,,0,,0,,0,,0,,0,
552.0,Ithaca C.,635,,10,,124,,69,,367,,0,,0,,0,,0,,65,
553.0,Mercyhurst U.,616,,27,,15,,0,,0,,0,,35,,0,,0,,539,
554.0,Colorado C.,602,,99,,133,,35,,143,,0,,160,,0,,0,,32,
555.0,"U. Texas, Permian Basin",595,,490,,30,,0,,0,,0,,0,,0,,75,,0,
556.0,East Central U.,571,,0,,70,,40,,0,,0,,0,,0,,52,,409,
557.0,"Pennsylvania State U., Harrisburg",565,,0,,0,,24,,0,,3,,23,,0,,515,,0,
558.0,Hamilton C.,559,,71,,5,,23,,88,,0,,15,,0,,0,,357,
559.0,"Purdue U., North Central",552,,0,,0,,11,,0,,0,,0,,0,,0,,541,
