Rank,Institution,2006,Unnamed: 3,2007,Unnamed: 5,2008,Unnamed: 7,2009,Unnamed: 9,2010,Unnamed: 11,2011,Unnamed: 13,2012,Unnamed: 15,2013,Unnamed: 17,2014,Unnamed: 19,2015,Unnamed: 21,shift
233.0,Hampton U.,28584,,23836,,20910,,12662,,14455,,12292,,15356,,12620,,11153,,14735.0,,0
234.0,U. Akron,11517,,11277,,9362,,11030,,12107,,12962,,16768,,19658,,20263,,14676.0,,0
235.0,"SUNY, Polytechnic Institute",na,,na,,na,,na,,na,,na,,na,,na,,21208,,14641.0,,0
236.0,San Francisco State U.,17800,,12430,,10149,,13249,,15601,,17337,,17075,,19024,,17129,,14336.0,,0
237.0,Southern Methodist U.,11705,,13117,,13123,,11254,,13312,,18502,,16640,,14274,,20611,,14324.0,,0
238.0,Tuskegee U.,10256,,12562,,13165,,14700,,12309,,12397,,12633,,16789,,14145,,14166.0,i,0
239.0,"U. Maryland, Center for Environmental Science",12860,,13365,,12019,,11656,,12123,,18007,,16081,,16852,,13202,,14096.0,,0
240.0,"CUNY, Queens C.",6422,,7676,,9245,,9519,,13642,,15573,,14897,,15443,,16460,,14080.0,,0
241.0,"U. Missouri, Kansas City",16401,,19144,,17263,,15976,,16391,,18988,,17522,,15774,,15178,,13327.0,,0
242.0,Meharry Medical C.,30914,,31263,,31035,,23829,,24302,,26779,,23467,,21135,,17754,,13068.0,,0
243.0,Charles R. Drew U. of Medicine and Science,44394,,48580,,43291,,53110,,20430,,20679,,19733,,17144,,19412,,12992.0,,0
244.0,Morgan State U.,12199,,9992,,10978,,10702,,10039,,9884,,15408,,13357,,14144,,12805.0,,0
245.0,"Columbia U., Teachers C.",6985,,7662,,7622,,7357,,6533,,8526,,10173,,8494,,8909,,12775.0,,0
246.0,"U. Hawaii, Hilo",16962,,14962,,11481,,14907,,12265,,7150,,20726,,15391,,8603,,12772.0,,0
247.0,"U. California, Merced",3135,,3119,,4852,,8025,,9392,,10140,,11052,,10983,,10509,,12648.0,,0
248.0,"Rutgers, State U. New Jersey, Newark",,,,,,,,,12631,,18226,,20588,,16295,,12520,,12611.0,,0
249.0,Delaware State U.,6870,,6797,,7354,,8875,,10154,,12822,,11305,,11837,,12464,,12091.0,,0
250.0,"California State U., Northridge",8966,,11874,,11372,,11686,,17213,,19769,,24837,,7906,,11309,,12060.0,,0
251.0,U. Denver,11772,,11671,,12306,,14126,,13364,,14042,,11779,,15089,,14202,,12048.0,,0
252.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,17414,,17550,,19169,,15663,,19738,,18736,,14378,,12322,,11334,,11869.0,,0
253.0,Idaho State U.,11862,,11989,,13363,,12701,,14645,,17149,,16095,,13206,,11091,,11738.0,,0
254.0,Florida Atlantic U.,20590,,18157,,17780,,15335,,17268,,15579,,17226,,13555,,13234,,11574.0,,0
255.0,New York Medical C.,26579,,26101,,23107,,22253,,21095,,21013,,16471,,13806,,11421,,11326.0,,0
256.0,Kent State U.,11053,,11813,,13784,,14748,,14586,,15085,,14882,,11506,,11181,,11158.0,,0
257.0,Marshall U.,15983,,18449,,18846,,17510,,18218,,21852,,13154,,13472,,12712,,11154.0,,0
258.0,Tennessee State U.,10216,,8475,,7576,,7257,,7414,,8369,,10240,,9872,,12016,,11145.0,,0
259.0,U. West Florida,10259,,12349,,10167,,10265,,11038,,13156,,12858,,12927,,11593,,10935.0,,0
260.0,North Carolina Central U.,6597,,4337,,6323,,5055,,6870,,9496,,11076,,8253,,9757,,10874.0,,0
261.0,"Texas Tech U., Health Sciences Center",9713,,8765,,8995,,11274,,12950,,14790,,13944,,14820,,9853,,10251.0,,0
262.0,Embry-Riddle Aeronautical U.,6531,i,6419,,4631,,7424,,8241,,11444,,14048,,11456,,13030,,10049.0,,0
263.0,"U. Minnesota, Duluth",,,,,,,,,6441,,8564,,7597,,7264,,5940,,10025.0,,0
264.0,Miami U.,7874,,8964,,10872,,13500,,13591,,13210,,13418,,12676,,12048,,10008.0,,0
265.0,"California Polytechnic State U., San Luis Obispo",6761,,5678,,7770,,12284,,11637,,8658,,10125,,10280,,9087,,9796.0,,0
266.0,Texas A&M U.-Corpus Christi,7850,,6651,,6233,,7166,,7869,,7506,,5446,,6129,,7176,,9491.0,,0
267.0,Albany Medical C.,11152,,9521,,10239,,12653,,15758,,13884,,11845,,10278,,9716,,9481.0,,0
268.0,American U.,2066,,8383,,10424,,10023,,8841,,9208,,7515,,10421,,9427,,9449.0,,0
269.0,Rosalind Franklin U. of Medicine and Science,9507,,7689,,6936,,7246,,8350,,9317,,10084,,11202,,9754,,9368.0,,0
270.0,Creighton U.,10505,,11716,,10722,,12196,,11850,,14140,,14270,,13569,,11690,,9359.0,,0
271.0,Marquette U.,7611,,6896,,7134,,6876,,9381,,11291,,9968,,8756,,8191,,9320.0,,0
272.0,South Dakota School of Mines and Technology,9834,,11232,,13866,,11859,,25172,,28105,,14480,,7853,,7078,,9286.0,,0
273.0,"U. Maryland, Eastern Shore",4522,,3402,,5746,,7215,,8583,,8587,,6965,,8511,,8902,,9284.0,,0
274.0,Fayetteville State U.,554,,7673,,7500,,9110,,10844,,10029,,11187,,11906,,10186,,9243.0,,0
275.0,U. South Dakota,17502,,16683,,17569,,18795,,16467,,14490,,14088,,15274,,12162,,9214.0,,0
276.0,Northern Illinois U.,11794,,13123,,11639,,17225,,17334,,11807,,12861,,12415,,9174,,9158.0,,0
277.0,U.S. Naval Academy,6739,,7806,,8928,,10450,,10750,,10243,,9322,,10482,,10416,,8978.0,,0
278.0,Dillard U.,1423,i,3724,,1473,,5621,,7096,,7211,i,7325,,7692,,6889,,8853.0,,0
279.0,"U. Alaska, Anchorage",8225,,6214,,6541,,6673,,9368,,9858,,10760,,9686,,7824,,8575.0,,0
280.0,Florida Institute of Technology,7338,,6073,,7199,,8085,,9175,,7637,,7500,,7543,,8581,,8315.0,,0
281.0,Claremont Graduate U.,1695,,1359,,1194,,2873,i,5888,,5215,,8875,,8452,,8278,i,8290.0,i,0
282.0,Van Andel Institute,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,8138.0,,0
283.0,St. Edward's U.,ne,,ne,,ne,,ne,,ne,,6899,,5500,,5500,,2250,,8000.0,,0
284.0,Prairie View A&M U.,9138,,9230,,7659,,7676,,8623,,11058,,10569,,9077,,8278,,7994.0,,0
285.0,Fisk U.,6000,,6600,,2851,,5265,,7686,,4631,,4058,,6307,i,8557,,7901.0,i,0
286.0,"SUNY, C. of Environmental Science and Forestry",7831,i,7842,,9239,,7853,,8907,,8732,i,8557,i,8382,,5564,,7784.0,,0
287.0,Xavier U. Louisiana,3939,,4272,,4280,,4098,,5669,,6673,,7177,,5856,,7078,,7735.0,,0
288.0,Wichita State U.,20496,,22251,,23846,,18598,,13751,,20569,,19078,,13434,,10424,,7728.0,,0
289.0,Northeast Ohio Medical U.,2754,,2777,,2417,,2819,,4009,,4081,,3816,,5244,,6582,,7607.0,,0
290.0,U. New Orleans,13478,,15628,,14346,,15078,,19244,,19000,,14521,,11051,,9490,,7492.0,,0
291.0,Clark Atlanta U.,10008,,7905,,6784,,7329,,7229,,7040,,8447,,7576,,7241,,7455.0,,0
292.0,"U. Massachusetts, Dartmouth",9893,,11843,,13543,,10804,,12236,,13657,,10979,,8860,,8549,,7321.0,,0
293.0,Rhode Island C.,ne,,ne,,ne,,ne,,ne,,2404,,9060,,8976,,6960,,7258.0,,0
294.0,Texas A&M U.-Kingsville,4625,,5067,,3364,,6072,,7088,,6280,,6480,,7002,,8678,,7080.0,,0
295.0,Alcorn State U.,5706,,7874,,9525,,10711,,9256,,8655,,8598,,8321,,7447,,6784.0,,0
296.0,Ponce Health Sciences U.,5022,,6594,,5707,,4679,,7569,,9318,,10486,,6249,,4960,,6729.0,,0
297.0,U. Tulsa,8778,,8644,,7094,,6350,,7126,,7970,,6782,,6279,,5773,,6384.0,,0
298.0,"Louisiana State U., Health Sciences Center - Shreveport",ne,,ne,,14009,,14106,,13890,,15316,,13504,,11753,,8490,,6321.0,,0
299.0,C. Charleston,4205,,4404,,4268,,3776,,11610,,5056,,6277,,6385,,5051,,6200.0,,0
300.0,"California State U., Long Beach",8926,,12655,,13914,,10723,,12731,,12055,i,11379,i,10701,,7879,,6198.0,,0
301.0,Oakland U.,6478,,5476,,5428,,5564,,7130,,9178,,9185,,7605,,6885,,6161.0,,0
302.0,U. Central del Caribe,8206,,8672,,7304,,6752,,6504,,6613,,6304,,5946,,6407,,6147.0,,0
303.0,"U. Nebraska, Omaha",4545,,3789,,3366,,4476,,6014,,6333,,5980,,5693,,5687,,6066.0,,0
304.0,U. Texas Pan American,4238,,4182,,4731,,5507,,5544,,5339,,5622,,5191,,7205,,6054.0,,0
305.0,"California State U., San Bernardino",5473,,4538,,5002,,6872,,3394,,9953,,7251,,6190,,6414,,5959.0,,0
306.0,Morehouse C.,5517,,4935,,4822,,6993,,7857,,8460,i,9063,,9226,,6919,,5944.0,,0
307.0,Nova Southeastern U.,3204,,3470,,4352,,4605,,5718,,6904,,6653,,5379,,5992,,5896.0,,0
308.0,"U. North Carolina, Wilmington",10267,,11510,,14153,,11675,,14364,,14218,,11571,,9133,,6063,,5819.0,,0
309.0,Winthrop U.,ne,,ne,,ne,,ne,,ne,,3440,,5243,,7451,,7955,,5802.0,,0
310.0,Louisiana Tech U.,5826,,4309,,6646,,8431,,10806,,11952,,9835,,8881,,7742,,5776.0,,0
311.0,"CUNY, Brooklyn C.",3478,,4263,,3910,,3986,,5358,,7098,,6578,,5999,,6548,,5771.0,,0
312.0,"California State U., Sacramento",150,i,163,,3299,,4159,,5829,,6965,,5663,,7546,,5241,,5697.0,,0
313.0,U. Metropolitana,298,,248,,505,,597,,1282,,2013,,7988,,7226,,6452,,5634.0,,0
314.0,Langston U.,3661,,3582,,3489,,2990,,3313,,3778,,3957,,4153,,5816,,5621.0,,0
315.0,U. Guam,7324,,6867,,5550,,4808,,4962,,5391,,5448,,5554,,6599,,5586.0,,0
316.0,West Virginia State U.,1867,,1795,,2949,,2689,,2759,,3193,,3945,,3316,,6006,,5562.0,,0
317.0,Bowling Green State U.,6185,,6530,,5984,,4285,,4963,,6164,,7005,,9323,,6576,,5544.0,,0
318.0,National Defense U.,ne,,ne,,ne,,ne,,ne,,ne,,ne,,5865,,7682,,5542.0,,0
319.0,"Lincoln U., Jefferson City",4367,,4169,,4574,,6358,,5984,,7084,,6306,,4989,,5460,,5492.0,,0
320.0,Central Michigan U.,1368,,1415,,1482,,1437,,2536,,4841,,5055,,5464,,6187,,5464.0,,0
321.0,Clarkson U.,8297,,7605,,8275,,7105,,9573,,9531,,7061,,5283,,5476,,5440.0,,0
322.0,East Tennessee State U.,4713,,4864,,4911,,5525,,6272,,7705,,8052,,6909,,5484,,5135.0,,0
323.0,Norfolk State U.,4623,,5998,,7287,,6313,,5413,,6462,,7739,,5523,,6492,,5104.0,,0
324.0,Duquesne U.,3665,,4699,,5460,,5120,,5904,,5991,,5723,,4343,,4670,,5004.0,,0
325.0,Virginia State U.,7610,,9652,,6496,,7421,,5552,,6035,,6999,,6212,,5424,,4951.0,,0
326.0,U. New England,1178,,978,,1319,,1387,,2829,,3242,,3359,,4271,,4789,,4862.0,,0
327.0,"California State U., Fullerton",6787,,5947,,7353,,9169,,13651,,16159,,12440,,11716,,6932,,4784.0,,0
328.0,Texas Christian U.,4342,,4109,,3734,,3948,,3373,,3924,,4998,,5870,,5779,,4732.0,,0
329.0,Rowan U.,4555,,4267,,3783,,4066,,2062,,2108,,2349,,1926,,4591,,4674.0,,0
330.0,"Purdue U., Calumet",,,,,,,,,6127,,5835,,9917,,4255,,4356,,4664.0,,0
331.0,DePaul U.,3615,,2699,,2292,,2897,,3896,,4629,,4827,,4260,,5023,,4622.0,,0
332.0,Kentucky State U.,3797,,3673,,3849,,3736,,3501,,3146,,4924,,3906,,4335,,4590.0,,0
333.0,"California State U., San Marcos",ne,,ne,,670,,5311,,4106,,4827,i,5548,i,6271,,6091,,4573.0,,0
334.0,Villanova U.,8171,i,9333,,5388,,5582,i,6367,i,6817,,5518,i,4218,,5008,,4572.0,,0
335.0,Western Washington U.,3059,,3047,,3239,,2828,,4594,,4661,,3891,,3789,,4039,,4546.0,,0
336.0,Florida Gulf Coast U.,8488,,7261,,6834,,6386,,9542,,10328,,5146,,4800,,4609,,4501.0,,0
337.0,South Carolina State U.,2587,,2587,,6766,,7037,,6334,,8630,i,10926,,8770,i,6614,i,4456.0,,0
338.0,Illinois State U.,3430,,3447,,4359,,5398,,5442,,4586,,3833,,3902,,5213,,4424.0,,0
339.0,"U. Missouri, Saint Louis",5521,,5664,,6329,,7635,,7151,,10157,,9650,,7868,,5844,,4369.0,,0
340.0,U. Southern Maine,12588,,20198,,32817,,31062,,9137,,7752,,5490,,4582,,4382,i,4365.0,i,0
341.0,"Arkansas State U., Jonesboro",3965,,4727,,4568,,7000,,6194,,8644,,9645,,6360,,3958,,4347.0,,0
342.0,"California State U., Los Angeles",8948,,10292,,9180,,8332,,7234,,8426,,6847,,7065,,4923,,4291.0,,0
343.0,"U. Arkansas, Little Rock",1126,,2617,i,4108,,5961,,7571,,8615,,8104,,6848,,5188,,4259.0,,0
344.0,U. Colorado Colorado Springs,3470,,4496,,4733,,5166,,6699,,5805,,3540,,3407,,4018,,4244.0,,0
345.0,Fort Valley State U.,2570,,2610,,3297,,3262,,4586,,3452,,3334,,3329,,4249,,4079.0,,0
346.0,"U. Texas, Brownsville",ne,,ne,,4371,,4641,,5640,,6122,,7098,,8733,,5762,,3977.0,,0
347.0,Fordham U.,2441,,2268,,2774,,3293,,4132,,3925,,4187,,4874,,4258,,3969.0,,0
348.0,Tarleton State U.,5534,,4852,,4701,,7599,,6379,,6036,,5086,,3525,,3683,,3927.0,,0
349.0,"U. Arkansas, Pine Bluff",3777,,3091,,3788,,3894,,3947,,4696,,4540,,4550,,3875,,3912.0,,0
350.0,Baylor U.,1718,,2863,,3277,,4678,,2947,,3704,,3513,,3510,,4062,,3878.0,,0
351.0,Carleton C.,1474,,1417,,1485,,1765,,1803,,2332,,2212,,3347,,3157,,3813.0,,0
352.0,MGH Institute of Health Professions,ne,,ne,,ne,,ne,,ne,,408,,ne,,ne,,ne,,3766.0,,0
353.0,"U. Texas Health Science Center, Tyler",ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,3713.0,,0
354.0,Wesleyan U.,4766,,5179,,4160,,3412,,4496,,5525,,4726,,3930,,3363,,3612.0,,0
355.0,Tennessee Technological U.,3841,,6218,,5467,,6404,,7490,,6397,,4674,,3999,,3725,,3578.0,,0
356.0,Smith C.,3147,,3196,,3740,,3540,,2843,,3159,,2690,,2853,,3042,,3575.0,,0
357.0,"California State U., Fresno",1677,,2777,,3908,,4516,,3424,,3795,,3532,,2682,,2921,,3573.0,,0
358.0,"California State U., Monterey Bay",3779,,3832,,3642,,4352,,3167,,4713,,4341,,4961,,3862,,3459.0,,0
359.0,Texas Southern U.,4797,,3943,,4276,,4988,,5240,,4899,,4924,,4741,,3512,,3458.0,,0
360.0,Western Kentucky U.,7257,,8225,,6750,,6521,,6866,,6210,,5712,,4279,,3383,,3450.0,,0
361.0,Montana Tech of U. Montana,6033,,5567,,6048,,5900,,5321,,4999,,3293,,3507,,3202,,3420.0,,0
362.0,"CUNY, John Jay C. of Criminal Justice",562,,1695,,2309,,3360,,3418,,4086,,3921,,3546,,3214,,3392.0,,0
363.0,Humboldt State U.,2548,,2510,,4723,,6846,,3024,,3292,,3588,,2829,,2504,,3280.0,,0
364.0,"Southern U. and A&M C., Baton Rouge",3496,,4375,,5593,,5920,,5920,,6057,i,6194,,4191,,3850,,3258.0,,0
365.0,U. Central Oklahoma,841,,308,,843,,850,,1059,,1146,,750,,765,,1042,,3193.0,,0
366.0,Missouri State U.,4706,,8844,,7956,,9786,,6071,,4764,,3697,,3132,,3132,,3165.0,,0
367.0,Jacksonville State U.,1315,,371,,ne,,110,,133,,265,,ne,,ne,,ne,,3020.0,,0
368.0,Georgia Southern U.,5368,,5754,,3167,,3426,,2077,,1530,,1359,,2092,,3247,,3004.0,,0
369.0,U. Baltimore,1757,,288,,689,,1418,,1812,,3288,,3386,,2906,,2947,,2998.0,,0
370.0,Wellesley C.,2896,,3331,,3108,,2707,,3677,,2496,,2902,,3135,,3579,,2980.0,,0
371.0,"Texas Tech U., Health Sciences Center, El Paso",ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,5352,,2893.0,,0
372.0,Chapman U.,1299,,1425,,919,,1565,,1871,,1576,,1733,,2379,,2373,,2790.0,,0
373.0,Salisbury U.,ne,,ne,,ne,,ne,,1823,,586,,1256,,2342,,3131,,2727.0,,0
374.0,Montclair State U.,1484,,1087,,1183,,1488,,1876,,2629,,3593,,3410,,2533,,2716.0,,0
375.0,Tougaloo C.,434,,1782,,2707,,2334,,2978,,2753,,2613,,2639,,2285,,2689.0,,0
376.0,Naval War C.,ne,,ne,,ne,,ne,,ne,,ne,,2938,i,2700,i,2736,i,2653.0,,0
377.0,"U. South Florida, Saint Petersburg",,,,,,,,,2570,,2058,,2799,,3031,,2768,,2650.0,,0
378.0,"U. Texas, Tyler",438,,937,,1792,,2109,,3378,,1277,,6535,,4123,,4601,,2570.0,,0
379.0,"California State U., Dominguez Hills",2530,,5167,,8202,,2441,,2658,,2671,,2689,,4235,,3381,i,2527.0,,0
380.0,Clark U.,3328,,3027,,3095,,2975,,3243,,3801,,3141,,2848,,2751,,2515.0,,0
380.0,"U. Washington, Tacoma",,,,,,,,,573,,406,,1098,,1104,,1577,,2515.0,,0
382.0,"Southern U. and A&M C., Agricultural Research and Extension Center",ne,,ne,,ne,,ne,,ne,,4049,,5926,,3481,,3363,,2514.0,,0
383.0,"SUNY, C. of Optometry",1753,,2164,,1982,,2043,,2829,,3336,,3162,,2757,,2567,,2490.0,,0
384.0,A. T. Still U.,273,,120,,7,,6,,116,,244,,1142,i,2040,i,2938,,2442.0,,0
385.0,James Madison U.,3576,,3864,,3807,,3832,,5563,,5218,,6476,,4617,,3017,,2418.0,,0
386.0,"CUNY, Lehman C.",3773,,4054,,2834,,2421,,2560,i,2700,,2215,,1874,,2249,,2394.0,,0
387.0,Barnard C.,2098,,2519,,2412,,2439,,2754,,3325,,3194,,2568,,2373,,2384.0,,0
388.0,New York Institute of Technology,267,,865,,433,,915,,250,,494,,1339,,2527,,3504,,2375.0,,0
389.0,Youngstown State U.,1067,,464,,1247,,1187,,2067,,3304,,2159,,1834,,1876,,2346.0,,0
390.0,Gallaudet U.,1959,,3460,,3834,i,4208,i,5522,,4633,,4335,,4500,,3012,,2340.0,,0
390.0,Stephen F. Austin State U.,3730,,3436,,4136,,4367,,5530,,1690,,1800,,1836,,1850,,2340.0,,0
392.0,Kennesaw State U.,315,,439,,523,,576,,1246,,1054,,2214,i,3374,,1413,,2329.0,,0
393.0,Mount Holyoke C.,1780,,1989,,1947,,1762,,1362,,2010,,1827,,1863,,2435,,2327.0,,0
394.0,Alabama State U.,1685,,1685,,2461,,11117,,13340,,12340,,13607,,1927,,2236,,2303.0,,0
395.0,Middle Tennessee State U.,636,,1020,,473,,1395,,2651,,2669,,4553,,2585,,1564,,2302.0,,0
396.0,New School,4854,,5922,,980,,890,,1670,,2042,,2385,,2669,,1972,,2300.0,,0
397.0,Ball State U.,6765,,7503,,6748,,6602,,3988,,3064,,3320,,2440,,1971,,2291.0,,0
398.0,Plymouth State U.,ne,,ne,,1184,,862,,1408,i,2668,,2503,,2331,,2229,,2259.0,,0
399.0,"U. Washington, Bothell",,,,,,,,,446,,911,,701,,825,,2005,,2236.0,,0
400.0,"Rutgers, State U. New Jersey, Camden",,,,,,,,,2001,,1555,,1545,,1750,,1766,,2215.0,,0
401.0,"Southern Illinois U., Edwardsville",15835,,17403,,15757,,16375,,4192,,4056,,3172,,3209,,2249,,2175.0,,0
402.0,Bowdoin C.,1484,,1402,,1271,,1254,,1815,,1942,,3317,,3244,,2330,,2156.0,,0
403.0,Hofstra U.,2764,,2737,,2850,,3462,,2206,,2182,,2660,,1967,,2577,,2119.0,,0
404.0,"CUNY, Graduate Center",3641,,3914,,6266,,2796,,4901,,3462,,3191,,2827,,2310,,2106.0,,0
405.0,Elizabeth City State U.,590,,1792,,2982,,3404,,5552,,10402,,4284,,4439,,2461,,2058.0,,0
406.0,U. Wisconsin-Stevens Point,951,,1152,,1410,,1819,,4456,,3754,i,3052,,2131,,2064,i,2056.0,i,0
407.0,Grand Valley State U.,428,,543,,716,,1045,,1134,,1648,i,2162,i,2675,,2151,,2033.0,,0
408.0,Towson U.,894,,820,,936,,1544,,1806,,2630,,1771,,2015,,2268,,2020.0,,0
409.0,U. Richmond,1454,,1402,,1912,,1913,,2138,,1831,,2376,,1979,,2134,,2013.0,,0
410.0,Bates C.,1226,,887,,892,,758,,971,,1485,,1555,,1390,,1114,,2004.0,,0
411.0,U. Northern Iowa,654,,1219,,995,,900,,1460,,2294,,2182,,2347,,2094,,1961.0,,0
412.0,"U. Tennessee, Chattanooga",2585,,1865,,3601,,3148,,4866,,2932,,3202,,2056,,1501,,1949.0,,0
413.0,Seton Hall U.,3062,,2743,,2340,,5099,,2206,,2681,,1667,,1694,,1801,,1919.0,,0
414.0,Wiley C.,ne,,ne,,264,,298,,362,,1574,,2511,,2750,,2134,,1894.0,,0
415.0,"California State Polytechnic U., Pomona",2502,,2466,,1750,,1682,,2563,,2978,,2635,,2996,,2165,,1881.0,,0
416.0,"California State U., Bakersfield",4728,,584,,139,,678,,637,,727,,641,,1721,,1140,,1875.0,,0
417.0,West Texas A&M U.,2694,,2558,,2242,,1953,,2100,,1347,,1802,,1315,,1551,,1860.0,,0
418.0,National U.,ne,,ne,,ne,,ne,,ne,,650,,1194,,1762,,1968,,1848.0,,0
419.0,"U. Michigan, Dearborn",,,,,,,,,2932,,4305,,2992,,3300,,2901,,1844.0,,0
420.0,U. San Diego,455,,600,,494,,976,,1352,,1184,,1903,,2066,,2451,,1836.0,,0
421.0,Amherst C.,1872,,1110,,1194,,1366,,1102,,1992,,1988,i,1985,,1543,,1835.0,,0
422.0,Appalachian State U.,1591,,2270,,1585,,1240,,1813,,2586,,2287,,1731,,2198,,1796.0,,0
422.0,Savannah State U.,2342,,2257,,1864,,1615,,1774,,2518,,1874,,2514,,2127,,1796.0,,0
424.0,U. of the Pacific,2352,,2099,,3124,,2695,,3135,,2678,,2090,,1676,,2675,,1751.0,,0
425.0,Bryn Mawr C.,1237,,1375,,3788,,2441,,1301,,1901,,1848,,2514,,1353,,1713.0,,0
426.0,Davidson C.,230,,696,,799,,1611,,1153,,1053,,651,,1619,,1170,,1703.0,,0
427.0,Williams C.,2141,,1705,,1837,,1959,,2330,,2117,,2029,,1498,,1029,,1700.0,,0
428.0,Roger Williams U.,1832,,1175,,997,,1015,,1574,,2132,,2166,,1877,,2038,,1696.0,,0
429.0,Pace U.,408,,443,,602,,377,,627,,952,,1476,,1054,,1212,,1681.0,,0
430.0,Black Hills State U.,2372,,2563,,2304,,1724,,2434,,1172,,1675,,2163,,1720,,1674.0,,0
431.0,"Indiana U.-Purdue U., Fort Wayne",,,,,,,,,1797,,2443,,1946,,1901,,1479,,1650.0,,0
432.0,Reed C.,598,,658,,663,,639,,796,,772,,678,,897,,1125,,1638.0,,0
433.0,Harvey Mudd C.,1003,,1231,,1637,,1622,,2049,,2594,,2038,,2004,,1457,,1633.0,,0
434.0,Southern Connecticut State U.,1458,i,1249,,1039,,1063,,1459,,1199,,1595,,1176,,1620,,1626.0,,0
435.0,Erikson Institute,ne,,ne,,ne,,ne,,ne,,355,,1648,,1187,,1212,,1610.0,,0
436.0,Northwest Indian C.,ne,,ne,,ne,,2455,,1943,,1993,i,2044,,2216,,1705,,1604.0,i,0
437.0,Central Washington U.,5485,,6507,,7022,,5464,,4038,,2242,,1840,,1263,,1113,,1575.0,,0
438.0,U. Houston-Downtown,256,,123,,179,,326,,908,,1186,,1828,,1183,,1800,,1571.0,,0
439.0,"Palmer C. of Chiropractic, Davenport",ne,,ne,,1640,,1404,,3009,,3344,,2906,,1991,,1775,i,1558.0,,0
440.0,Middlebury C.,1483,i,1790,,1710,,1790,,2245,,2289,,2513,,1856,,1351,,1535.0,,0
441.0,"U. North Carolina, Asheville",1754,,3488,,1642,,1427,,1367,,1770,,1789,,1608,,1176,,1531.0,,0
442.0,"Pennsylvania State U., Behrend",,,,,,,,,887,,1029,,1232,,1353,,1610,,1510.0,,0
443.0,Central State U.,2263,,2263,,2376,,2926,,2544,,3528,,3390,,2688,,2000,,1508.0,,0
444.0,Bowie State U.,1951,,1960,,ne,,ne,,ne,,1910,,1739,,1422,,1761,,1497.0,,0
445.0,Sam Houston State U.,1118,,2004,,2503,,6610,,5066,,3855,,2717,,2360,,2209,,1491.0,,0
446.0,Bucknell U.,2131,,1233,,1835,,2393,,2745,,2747,,1540,,1590,,1725,,1489.0,,0
447.0,Eastern Michigan U.,5437,,3554,,2849,,4718,,9088,,7916,,7374,,2428,,1031,,1482.0,,0
448.0,"U. Louisiana, Monroe",2751,,2105,,7498,,3343,,1470,,1971,,1752,,976,,1705,,1479.0,,0
449.0,Haverford C.,514,,622,,1073,,1338,,2715,,1851,,1478,,1547,,1309,,1476.0,,0
450.0,"U. Massachusetts, central office",ne,,ne,,ne,,ne,,ne,,ne,,1655,,2126,,3468,,1445.0,,0
451.0,Hope C.,1710,,1432,,1361,,1207,,2523,,2414,,1912,,1993,,2000,,1436.0,,0
452.0,Alfred U.,2364,,2002,,1110,,1289,,1687,,2004,,1648,,1468,,1351,,1434.0,,0
452.0,U. of the District of Columbia,3813,,4002,,4211,,1938,,1946,,2313,,2430,,2168,,1627,,1434.0,,0
454.0,Southeastern Louisiana U.,1428,,1067,,1045,,956,,1161,,911,,985,,1039,,692,,1429.0,,0
455.0,"Toyota Technological Institute, Chicago",ne,,ne,,ne,,ne,,ne,,496,,ne,,ne,,ne,,1392.0,,0
456.0,Swarthmore C.,1682,,771,,812,,871,,913,,1029,,1135,,1239,,1292,,1379.0,,0
457.0,Benedict C.,1385,,1747,,1417,,1287,,1473,,2925,,2713,,2625,,2443,,1373.0,,0
458.0,Oberlin C.,548,,639,,585,,683,,1359,,1183,,1330,,1204,,1204,,1364.0,,0
459.0,U. Northern Colorado,2039,,1235,,1289,,2066,,2082,,1681,,1373,,1024,,1965,,1359.0,,0
460.0,Northern Kentucky U.,1280,,908,,1062,,1160,,1476,,1595,,1483,,1240,,1418,,1342.0,,0
461.0,"U. Alaska, Southeast",409,,891,,1695,,1269,,1222,,941,,1003,,1113,,1183,,1341.0,,0
462.0,American Samoa Community C.,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,1337.0,,0
463.0,Milwaukee School of Engineering,786,,1133,,1465,,1291,,1177,,1181,,1207,,1245,,1500,,1335.0,,0
464.0,"Touro U., Vallejo",ne,,ne,,ne,,642,,999,,1558,,1390,,1351,,1374,,1332.0,,0
465.0,U. Central Arkansas,2490,,2034,,1036,,1018,,1658,,1732,,1989,,1898,,1297,,1300.0,,0
466.0,St. Cloud State U.,2082,,2012,,2008,,2244,,1260,,622,,215,,420,,797,,1299.0,,0
467.0,Valparaiso U.,487,,582,,642,,532,,505,,892,,1299,,744,,978,,1267.0,,0
468.0,Santa Clara U.,3695,i,3721,i,3796,,3915,,3494,,2019,,2074,,1668,,2039,,1226.0,,0
469.0,"CUNY, C. Staten Island",1302,,1256,,1242,,918,,952,,1583,,1470,,1311,,1400,,1222.0,,0
470.0,Morehead State U.,1019,,1257,,1788,,1227,,1528,,1656,,1597,,1816,,1069,,1217.0,,0
471.0,Western U. of Health Sciences,905,,917,,1007,,848,,885,,914,,1300,,1163,,1545,,1206.0,,0
