Rank,Institution,2012,Unnamed: 3,2013,Unnamed: 5,2014,Unnamed: 7,2015,All environmental sciences,Unnamed: 10,Atmospheric sciences,Unnamed: 12,Earth sciences,Unnamed: 14,Oceanography,Unnamed: 16,"Environmental sciences, nec",Unnamed: 18,shift
245.0,Middlebury C.,656,,225,,209,,313.0,,0.0,,313.0,,0.0,,0.0,,,0
246.0,Rockefeller U.,226,,99,,337,,312.0,,0.0,,0.0,,0.0,,312.0,,,0
247.0,James Madison U.,3164,,1328,,907,,311.0,,0.0,,311.0,,0.0,,0.0,,,0
248.0,"U. North Carolina, Asheville",460,,581,,443,,306.0,,4.0,,13.0,,0.0,,289.0,,,0
249.0,"California State U., Chico",274,,261,,352,,305.0,,0.0,,305.0,,0.0,,0.0,,,0
249.0,Lewis and Clark C.,0,,295,,363,,305.0,,0.0,,305.0,,0.0,,0.0,,,0
251.0,U. Southern Maine,125,,49,,47,i,298.0,i,0.0,i,298.0,i,0.0,i,0.0,i,,0
252.0,Mount Holyoke C.,281,,323,,272,,294.0,,0.0,,294.0,,0.0,,0.0,,,0
253.0,Middle Tennessee State U.,62,,106,,198,,285.0,,0.0,,285.0,,0.0,,0.0,,,0
254.0,Hawaii Pacific U.,329,,380,,371,,274.0,,0.0,,23.0,,251.0,,0.0,,,0
255.0,Heidelberg U.,ne,,318,,183,,267.0,,0.0,,267.0,,0.0,,0.0,,,0
256.0,Bates C.,586,,449,,333,,261.0,,0.0,,228.0,,12.0,,21.0,,,0
257.0,Rhode Island School of Design,ne,,ne,,ne,,252.0,,0.0,,0.0,,252.0,,0.0,,,0
258.0,"CUNY, Hunter C.",503,,380,,166,,250.0,,0.0,,250.0,,0.0,,0.0,,,0
258.0,St. Edward's U.,600,,620,,100,,250.0,,0.0,,0.0,,0.0,,250.0,,,0
260.0,"Union C., Schenectady",140,,419,,149,,246.0,,0.0,,246.0,,0.0,,0.0,,,0
261.0,"U. Massachusetts, Lowell",200,,177,,184,,241.0,,0.0,,241.0,,0.0,,0.0,,,0
262.0,Carnegie Mellon U.,1035,,391,,81,,229.0,,0.0,,0.0,,0.0,,229.0,,,0
262.0,"SUNY, Binghamton U.",505,,440,,274,,229.0,,0.0,,229.0,,0.0,,0.0,,,0
262.0,Western Kentucky U.,114,,195,,375,,229.0,,0.0,,229.0,,0.0,,0.0,,,0
265.0,Wichita State U.,120,,132,,111,,226.0,,0.0,,19.0,,0.0,,207.0,,,0
266.0,Salisbury U.,0,,0,,672,,224.0,,0.0,,224.0,,0.0,,0.0,,,0
267.0,"U. Missouri, Kansas City",119,,286,,89,,223.0,,0.0,,223.0,,0.0,,0.0,,,0
268.0,Colgate U.,352,,212,,143,,222.0,,0.0,,222.0,,0.0,,0.0,,,0
269.0,Central Michigan U.,248,,167,,301,,218.0,,0.0,,163.0,,55.0,,0.0,,,0
269.0,U. Houston-Clear Lake,326,,393,,296,,218.0,,0.0,,0.0,,0.0,,218.0,,,0
271.0,St. Cloud State U.,15,,22,,160,,215.0,,70.0,,145.0,,0.0,,0.0,,,0
272.0,North Carolina Central U.,100,,100,,221,,214.0,,0.0,,214.0,,0.0,,0.0,,,0
273.0,"California State U., Channel Islands",ne,,5,,230,,213.0,,0.0,,0.0,,0.0,,213.0,,,0
274.0,"Southern Illinois U., Carbondale",409,,413,,305,,211.0,,0.0,,211.0,,0.0,,0.0,,,0
275.0,Skidmore C.,61,,600,,167,,209.0,,0.0,,209.0,,0.0,,0.0,,,0
276.0,Elizabeth City State U.,15,,107,,210,,205.0,,0.0,,0.0,,0.0,,205.0,,,0
277.0,Illinois State U.,86,,43,,63,,196.0,,0.0,,196.0,,0.0,,0.0,,,0
278.0,Eastern Michigan U.,57,,72,,43,,194.0,,0.0,,194.0,,0.0,,0.0,,,0
279.0,"U. North Carolina, Charlotte",414,,401,,468,,193.0,,0.0,,193.0,,0.0,,0.0,,,0
280.0,Wesleyan U.,381,,264,,158,,188.0,,0.0,,188.0,,0.0,,0.0,,,0
281.0,North Dakota State U.,125,,166,,216,,177.0,,0.0,,177.0,,0.0,,0.0,,,0
282.0,Central State U.,172,,90,,192,,176.0,,4.0,,108.0,,0.0,,64.0,,,0
283.0,Illinois Institute of Technology,0,,9,,107,,170.0,,170.0,,0.0,,0.0,,0.0,,,0
284.0,Indiana State U.,307,,177,,156,,167.0,,0.0,,167.0,,0.0,,0.0,,,0
285.0,New Jersey Institute of Technology,0,,58,,544,,160.0,,0.0,,0.0,,0.0,,160.0,,,0
286.0,Tufts U.,319,,232,,190,,159.0,,0.0,,159.0,,0.0,,0.0,,,0
287.0,Bryn Mawr C.,126,,116,,64,,155.0,,0.0,,155.0,,0.0,,0.0,,,0
287.0,Lake Superior State U.,ne,,ne,,ne,,155.0,,0.0,,10.0,,145.0,,0.0,,,0
289.0,Bucknell U.,23,,91,,163,,150.0,,0.0,,147.0,,0.0,,3.0,,,0
290.0,Macalester C.,223,,248,,213,,148.0,,0.0,,88.0,,0.0,,60.0,,,0
290.0,"U. Arkansas, Little Rock",437,,353,,279,,148.0,,0.0,,148.0,,0.0,,0.0,,,0
292.0,Florida Gulf Coast U.,543,,364,,341,,146.0,,0.0,,33.0,,113.0,,0.0,,,0
292.0,U. Northern Colorado,162,,170,,216,,146.0,,0.0,,146.0,,0.0,,0.0,,,0
294.0,Oberlin C.,111,,180,,188,,145.0,,0.0,,145.0,,0.0,,0.0,,,0
295.0,Hobart and William Smith Colleges,427,,274,,306,,144.0,,111.0,,33.0,,0.0,,0.0,,,0
296.0,U. Colorado Colorado Springs,305,,310,,223,,141.0,,141.0,,0.0,,0.0,,0.0,,,0
296.0,Williams C.,313,,156,,91,,141.0,,0.0,,141.0,,0.0,,0.0,,,0
298.0,U. Wisconsin-Stevens Point,1603,,1081,,1047,i,140.0,i,0.0,i,140.0,i,0.0,i,0.0,i,,0
299.0,"U. Texas, Dallas",399,,143,,225,,139.0,,0.0,,139.0,,0.0,,0.0,,,0
300.0,Southern Connecticut State U.,0,i,0,,116,i,134.0,i,0.0,i,134.0,i,0.0,i,0.0,i,,0
301.0,Stockton U.,155,,ne,,285,,131.0,,0.0,,51.0,,49.0,,31.0,,,0
302.0,Occidental C.,74,,156,,150,,130.0,,0.0,,86.0,,0.0,,44.0,,,0
303.0,U. Richmond,40,,101,,114,,128.0,,0.0,,0.0,,0.0,,128.0,,,0
304.0,Texas Southern U.,218,,120,,59,,126.0,,0.0,,0.0,,0.0,,126.0,,,0
305.0,U. San Francisco,294,,119,,94,,121.0,,89.0,,32.0,,0.0,,0.0,,,0
306.0,South Carolina State U.,1239,,236,i,178,i,120.0,,0.0,,0.0,,0.0,,120.0,,,0
307.0,U. Akron,100,,239,,297,,119.0,,0.0,,119.0,,0.0,,0.0,,,0
308.0,Furman U.,0,,7,,0,,117.0,,0.0,,117.0,,0.0,,0.0,,,0
309.0,"Minnesota State U., Mankato",99,,192,,100,,115.0,,0.0,,0.0,,0.0,,115.0,,,0
310.0,"California State U., Fresno",235,,99,,105,,113.0,,0.0,,113.0,,0.0,,0.0,,,0
310.0,Santa Clara U.,0,,57,,57,,113.0,,0.0,,26.0,,0.0,,87.0,,,0
312.0,Air Force Institute of Technology,136,,373,,79,,112.0,,0.0,,0.0,,0.0,,112.0,,,0
312.0,"SUNY, Geneseo",189,,86,,49,,112.0,,0.0,,112.0,,0.0,,0.0,,,0
314.0,U. Metropolitana,0,,28,,0,,108.0,,0.0,,0.0,,0.0,,108.0,,,0
315.0,"U. Texas, Brownsville",9,,53,,30,,105.0,,0.0,,105.0,,0.0,,0.0,,,0
316.0,Franklin and Marshall C.,46,,158,,174,,104.0,,0.0,,104.0,,0.0,,0.0,,,0
317.0,U. Tulsa,179,,113,,82,,103.0,,0.0,,103.0,,0.0,,0.0,,,0
318.0,Towson U.,65,,85,,117,,101.0,,0.0,,0.0,,0.0,,101.0,,,0
319.0,Colorado C.,189,,105,,150,,99.0,,0.0,,99.0,,0.0,,0.0,,,0
320.0,Colby C.,55,,52,,54,,97.0,,0.0,,62.0,,0.0,,35.0,,,0
321.0,Kean U.,0,,96,,ne,,95.0,,0.0,,0.0,,0.0,,95.0,,,0
322.0,Trinity U.,89,,134,,144,,93.0,,0.0,,93.0,,0.0,,0.0,,,0
323.0,"California State U., Sacramento",17,,0,,7,,91.0,,0.0,,91.0,,0.0,,0.0,,,0
323.0,Eastern Kentucky U.,206,,14,,73,,91.0,,0.0,,0.0,,0.0,,91.0,,,0
325.0,Georgia Southern U.,54,,151,,134,,89.0,,0.0,,89.0,,0.0,,0.0,,,0
325.0,U. Louisville,320,,183,,88,,89.0,,68.0,,0.0,,21.0,,0.0,,,0
327.0,"California State U., Los Angeles",68,,115,,16,,87.0,,0.0,,87.0,,0.0,,0.0,,,0
328.0,Western Illinois U.,73,,54,,59,,86.0,,0.0,,86.0,,0.0,,0.0,,,0
329.0,Barnard C.,233,,181,,109,,84.0,,0.0,,0.0,,0.0,,84.0,,,0
330.0,"U. South Florida, Saint Petersburg",98,,89,,163,,83.0,,83.0,,0.0,,0.0,,0.0,,,0
331.0,"U. South Carolina, Beaufort",ne,,ne,,ne,,81.0,,81.0,,0.0,,0.0,,0.0,,,0
332.0,"California State U., Fullerton",183,,137,,117,,77.0,,0.0,,15.0,,62.0,,0.0,,,0
332.0,Murray State U.,2,,21,,95,,77.0,,0.0,,35.0,,0.0,,42.0,,,0
334.0,"U. Minnesota, Morris",ne,,133,,115,,76.0,,0.0,,76.0,,0.0,,0.0,,,0
335.0,Dickinson C.,299,,195,,143,,75.0,,0.0,,66.0,,0.0,,9.0,,,0
336.0,Bowling Green State U.,1101,,2001,,799,,74.0,,0.0,,11.0,,0.0,,63.0,,,0
336.0,Dillard U.,106,,0,,0,,74.0,,0.0,,0.0,,0.0,,74.0,,,0
336.0,Lafayette C.,113,,202,,81,,74.0,,0.0,,74.0,,0.0,,0.0,,,0
339.0,Hamilton C.,300,,405,,69,,71.0,,0.0,,71.0,,0.0,,0.0,,,0
340.0,C. Wooster,32,,ne,,76,,70.0,i,0.0,i,70.0,i,0.0,i,0.0,i,,0
340.0,"U. Puerto Rico, Cayey",92,,16,,105,,70.0,,0.0,,70.0,,0.0,,0.0,,,0
342.0,Norwich U.,73,,66,,43,,67.0,,0.0,,67.0,,0.0,,0.0,,,0
342.0,U. Wisconsin-Oshkosh,35,,28,i,103,i,67.0,i,0.0,i,50.0,i,0.0,i,17.0,i,,0
344.0,American U.,7,,23,,64,,65.0,,0.0,,0.0,,0.0,,65.0,,,0
345.0,Oregon Institute of Technology,ne,,ne,,ne,,63.0,,0.0,,0.0,,0.0,,63.0,,,0
346.0,U. Dayton,106,,69,,147,,62.0,,0.0,,62.0,,0.0,,0.0,,,0
346.0,U. Houston-Downtown,81,,5,,0,,62.0,,0.0,,0.0,,0.0,,62.0,,,0
348.0,U. Redlands,982,,643,,281,,59.0,,0.0,,59.0,,0.0,,0.0,,,0
349.0,U. of Mary Washington,61,,ne,,ne,,57.0,,0.0,,43.0,,0.0,,14.0,,,0
350.0,Carleton C.,1288,,2105,,2146,,56.0,,0.0,,56.0,,0.0,,0.0,,,0
351.0,Smith C.,6,,29,,225,,54.0,,0.0,,21.0,,0.0,,33.0,,,0
352.0,Hofstra U.,83,,36,,118,,53.0,,0.0,,53.0,,0.0,,0.0,,,0
352.0,U. Wisconsin-Green Bay,67,i,63,i,58,i,53.0,i,0.0,i,53.0,i,0.0,i,0.0,i,,0
354.0,U. of the Pacific,64,,109,,147,,49.0,,45.0,,4.0,,0.0,,0.0,,,0
355.0,Virginia State U.,0,,0,,0,,48.0,,48.0,,0.0,,0.0,,0.0,,,0
356.0,Sam Houston State U.,0,,0,,0,,44.0,,0.0,,44.0,,0.0,,0.0,,,0
357.0,"U. North Texas, Denton",2109,,280,,155,,42.0,,0.0,,42.0,,0.0,,0.0,,,0
357.0,Wellesley C.,16,,20,,27,,42.0,,0.0,,0.0,,0.0,,42.0,,,0
359.0,Albany State U.,93,,69,,40,,40.0,,23.0,,17.0,,0.0,,0.0,,,0
359.0,Saginaw Valley State U.,0,,0,,ne,,40.0,,0.0,,0.0,,0.0,,40.0,,,0
361.0,Eastern Washington U.,21,,31,,38,,36.0,,0.0,,36.0,,0.0,,0.0,,,0
362.0,Washington and Lee U.,ne,,2,,ne,,35.0,,0.0,,35.0,,0.0,,0.0,,,0
363.0,Stephen F. Austin State U.,53,,39,,0,,33.0,,0.0,,33.0,,0.0,,0.0,,,0
363.0,U. Baltimore,0,,0,,0,,33.0,,0.0,,0.0,,0.0,,33.0,,,0
365.0,U. Colorado Denver and Anschutz Medical Campus,167,,92,,199,,31.0,,22.0,,1.0,,0.0,,8.0,,,0
365.0,U. West Georgia,117,,81,,30,,31.0,,0.0,,31.0,,0.0,,0.0,,,0
367.0,U. Wisconsin-Platteville,ne,,ne,,36,i,30.0,i,0.0,i,30.0,i,0.0,i,0.0,i,,0
368.0,Mercyhurst U.,21,,8,,30,,27.0,,0.0,,27.0,,0.0,,0.0,,,0
369.0,Texas Christian U.,126,,56,,197,,26.0,,0.0,,26.0,,0.0,,0.0,,,0
370.0,Calvin C.,67,,70,,23,,21.0,i,0.0,i,21.0,i,0.0,i,0.0,i,,0
371.0,"California State U., Dominguez Hills",83,,889,,27,i,20.0,,0.0,,20.0,,0.0,,0.0,,,0
371.0,Southeastern Louisiana U.,0,,39,,10,,20.0,,0.0,,0.0,,0.0,,20.0,,,0
373.0,Pacific U.,0,,0,,20,,18.0,,0.0,,0.0,,18.0,,0.0,,,0
374.0,Amherst C.,22,i,22,,17,,17.0,,0.0,,17.0,,0.0,,0.0,,,0
374.0,"California State U., San Bernardino",234,,946,,119,,17.0,,0.0,,17.0,,0.0,,0.0,,,0
374.0,Pepperdine U.,0,,0,,7,,17.0,,0.0,,0.0,,0.0,,17.0,,,0
374.0,U. South Dakota,0,,57,,9,,17.0,,0.0,,7.0,,0.0,,10.0,,,0
378.0,Missouri State U.,129,,109,,22,,15.0,,0.0,,15.0,,0.0,,0.0,,,0
379.0,U. del Turabo,2,,0,,0,,14.0,,14.0,,0.0,,0.0,,0.0,,,0
379.0,U. Texas Pan American,95,,149,,95,,14.0,,0.0,,0.0,,0.0,,14.0,,,0
381.0,"CUNY, Graduate Center",40,,159,,5,,12.0,,0.0,,12.0,,0.0,,0.0,,,0
381.0,"CUNY, Lehman C.",6,,19,,10,,12.0,,0.0,,12.0,,0.0,,0.0,,,0
381.0,DePaul U.,186,,114,,66,,12.0,,0.0,,12.0,,0.0,,0.0,,,0
384.0,Sewanee: U. of the South,0,,ne,,6,,11.0,,0.0,,0.0,,0.0,,11.0,,,0
384.0,U. Wisconsin-La Crosse,0,,27,,15,,11.0,,0.0,,11.0,,0.0,,0.0,,,0
386.0,Eastern Connecticut State U.,ne,,ne,,6,,10.0,,0.0,,10.0,,0.0,,0.0,,,0
386.0,Ithaca C.,20,,83,,18,,10.0,,0.0,,0.0,,0.0,,10.0,,,0
386.0,Rowan U.,0,,109,,104,,10.0,,0.0,,10.0,,0.0,,0.0,,,0
386.0,Texas A&M International U.,45,,38,,43,,10.0,,0.0,,10.0,,0.0,,0.0,,,0
390.0,Austin Peay State U.,0,,3,,1,,4.0,,0.0,,4.0,,0.0,,0.0,,,0
390.0,Tarleton State U.,108,,109,,5,,4.0,,0.0,,0.0,,0.0,,4.0,,,0
392.0,"CUNY, C. Staten Island",0,,0,,0,,3.0,,0.0,,3.0,,0.0,,0.0,,,0
392.0,U. New Haven,0,,0,,6,i,3.0,,0.0,,0.0,,0.0,,3.0,,,0
394.0,Hope C.,0,,0,,0,,2.0,,0.0,,2.0,,0.0,,0.0,,,0
394.0,Vassar C.,20,,89,,0,,2.0,,0.0,,0.0,,0.0,,2.0,,,0
394.0,Villanova U.,20,i,0,,18,,2.0,,0.0,,0.0,,0.0,,2.0,,,0
397.0,Ball State U.,0,,0,,1,,1.0,,0.0,,1.0,,0.0,,0.0,,,0
397.0,"CUNY, system office",0,,0,,0,,1.0,,0.0,,1.0,,0.0,,0.0,,,0
397.0,Marshall U.,26,,167,,38,,1.0,,0.0,,1.0,,0.0,,0.0,,,0
All other surveyed institutions,13540,,7003,,6329,,0.0,,0.0,,0.0,,0.0,,0.0,,,,-1
