Rank,Institution,All R&D expenditures,Unnamed: 3,Environmental sciences,Unnamed: 5,Life sciences,Unnamed: 7,Math and computer sciences,Unnamed: 9,Physical sciences,Unnamed: 11,Psychology,Unnamed: 13,Social sciences,Unnamed: 15,"Sciences, nec",Unnamed: 17,Engineering,Unnamed: 19,All non-S&E fields,Unnamed: 21
286.0,U.S. Air Force Academy,510,,0,,0,,17,,51,,0,,12,,0,,338,,92,
287.0,Marshall B. Ketchum U.,508,,0,,508,,0,,0,,0,,0,,0,,0,,0,
288.0,Catholic U. of America,503,,0,,0,,0,,483,,0,,0,,0,,8,,12,
289.0,East Tennessee State U.,502,,0,,455,,0,,3,,31,,10,,0,,0,,3,
290.0,Lawrence Technological U.,501,,0,,0,,0,,0,,0,,0,,0,,240,,261,
291.0,U. Texas Pan American,498,,1,,0,,0,,0,,0,,0,,0,,490,,7,
292.0,Florida A&M U.,474,,0,,302,,0,,0,,0,,0,,0,,172,,0,
293.0,Tennessee State U.,470,,0,,68,,0,,0,,0,,0,,0,,402,,0,
294.0,Naval Postgraduate School,439,,0,,0,,58,,43,,0,,0,,122,,186,,30,
295.0,Bucknell U.,434,,7,,6,,0,,45,,48,,2,,6,,307,,13,
296.0,Tuskegee U.,429,i,0,i,291,i,9,i,19,i,6,i,19,i,0,i,49,i,36,i
297.0,U. North Florida,428,,0,,10,,173,,57,,0,,8,,0,,180,,0,
298.0,"California State Polytechnic U., Pomona",410,,0,,299,,0,,78,,0,,0,,0,,33,,0,
299.0,C. Charleston,407,,0,,1,,13,,5,,0,,2,,0,,0,,386,
300.0,"Purdue U., Calumet",391,,0,,2,,62,,0,,0,,0,,0,,275,,52,
301.0,Alaska Pacific U.,386,,386,,0,,0,,0,,0,,0,,0,,0,,0,
302.0,"California State U., Stanislaus",371,,0,,371,,0,,0,,0,,0,,0,,0,,0,
303.0,Delaware State U.,369,,0,,36,,0,,333,,0,,0,,0,,0,,0,
304.0,New England C. of Optometry,366,,0,,366,,0,,0,,0,,0,,0,,0,,0,
305.0,Clark U.,365,,365,,0,,0,,0,,0,,0,,0,,0,,0,
305.0,"U. Massachusetts, Dartmouth",365,,93,,0,,0,,116,,0,,34,,0,,36,,86,
307.0,Western Washington U.,357,,138,,34,,0,,24,,0,,16,,0,,145,,0,
308.0,Appalachian State U.,350,,0,,340,,0,,1,,1,,8,,0,,0,,0,
309.0,"U. Tennessee, Chattanooga",326,,1,,128,,0,,0,,11,,0,,0,,186,,0,
310.0,Barry U.,314,,0,,300,,0,,0,,0,,0,,0,,0,,14,
311.0,"Rutgers, State U. New Jersey, Newark",312,,0,,73,,50,,0,,32,,1,,0,,0,,156,
312.0,San Diego State U.,311,,5,,142,,22,,6,,0,,0,,0,,101,,35,
313.0,Montclair State U.,309,,133,,17,,17,,122,,0,,0,,0,,0,,20,
314.0,Boston C.,303,,0,,77,,0,,78,,0,,21,,0,,0,,127,
315.0,Morehouse School of Medicine,302,,0,,302,,0,,0,,0,,0,,0,,0,,0,
316.0,"Columbia U., Teachers C.",299,,0,,36,,0,,0,,0,,206,,0,,0,,57,
317.0,Middle Tennessee State U.,295,,0,,142,,0,,0,,0,,0,,0,,89,,64,
318.0,"CUNY, C. Staten Island",282,,0,,0,,0,,53,,0,,0,,0,,13,,216,
319.0,Georgia State U.,280,,0,,179,,0,,69,,0,,3,,0,,0,,29,
320.0,Missouri State U.,274,,0,,224,,0,,6,,0,,0,,0,,44,,0,
321.0,West Texas A&M U.,266,,0,,8,,0,,0,,0,,0,,0,,57,,201,
322.0,Occidental C.,253,,0,,253,,0,,0,,0,,0,,0,,0,,0,
323.0,"Texas Tech U., Health Sciences Center, El Paso",248,,0,,248,,0,,0,,0,,0,,0,,0,,0,
323.0,"U. Arkansas, Little Rock",248,,0,,0,,248,,0,,0,,0,,0,,0,,0,
325.0,Boise State U.,247,,132,,11,,15,,0,,0,,0,,0,,89,,0,
326.0,"Oklahoma State U., Center for Health Sciences",236,,0,,236,,0,,0,,0,,0,,0,,0,,0,
327.0,"Texas Tech U., Health Sciences Center",235,,0,,235,,0,,0,,0,,0,,0,,0,,0,
328.0,Wellesley C.,234,,0,,0,,0,,0,,0,,0,,136,,0,,98,
329.0,Rhode Island School of Design,228,,0,,0,,0,,0,,0,,0,,0,,0,,228,
330.0,Indiana State U.,227,,0,,224,,0,,0,,0,,1,,0,,2,,0,
330.0,St. Cloud State U.,227,,0,,52,,18,,1,,0,,80,,13,,40,,23,
332.0,Kennesaw State U.,223,,0,,0,,120,,19,,0,,84,,0,,0,,0,
333.0,"U. Massachusetts, central office",221,,0,,0,,0,,0,,0,,0,,0,,0,,221,
334.0,Western Kentucky U.,220,,0,,0,,0,,220,,0,,0,,0,,0,,0,
335.0,U. Wisconsin-Platteville,219,i,27,i,61,i,6,i,11,i,4,i,17,i,0,i,26,i,67,i
336.0,Murray State U.,217,,0,,160,,0,,49,,0,,8,,0,,0,,0,
337.0,"CUNY, Hunter C.",212,,22,,24,,2,,104,,0,,0,,0,,0,,60,
338.0,"U. Texas, Tyler",211,,22,,133,,0,,26,,0,,0,,0,,30,,0,
339.0,Central Washington U.,203,,0,,0,,0,,12,,0,,0,,0,,0,,191,
340.0,Air Force Institute of Technology,198,,0,,0,,0,,0,,0,,0,,0,,198,,0,
341.0,"CUNY, Queens C.",193,,0,,0,,38,,3,,0,,152,,0,,0,,0,
342.0,"CUNY, Brooklyn C.",191,,0,,162,,25,,0,,0,,0,,1,,0,,3,
343.0,"U. Washington, Bothell",188,,0,,0,,0,,0,,0,,0,,0,,0,,188,
344.0,"Pennsylvania State U., Harrisburg",186,,0,,0,,0,,0,,7,,0,,0,,179,,0,
345.0,Pacific U.,185,,0,,185,,0,,0,,0,,0,,0,,0,,0,
346.0,Central Michigan U.,180,,0,,43,,5,,87,,5,,0,,0,,0,,40,
346.0,Midwestern U.,180,,0,,180,,0,,0,,0,,0,,0,,0,,0,
348.0,"Toyota Technological Institute, Chicago",179,,0,,0,,179,,0,,0,,0,,0,,0,,0,
349.0,Alcorn State U.,178,,0,,178,,0,,0,,0,,0,,0,,0,,0,
350.0,"California State U., Fresno",176,,0,,80,,0,,0,,0,,5,,0,,91,,0,
351.0,U. New England,171,,0,,171,,0,,0,,0,,0,,0,,0,,0,
352.0,Franklin and Marshall C.,165,,0,,35,,0,,0,,0,,130,,0,,0,,0,
353.0,"U. Missouri, Saint Louis",164,,0,,0,,0,,134,,0,,28,,0,,0,,2,
353.0,"U. South Florida, Saint Petersburg",164,,0,,0,,0,,0,,0,,0,,0,,0,,164,
355.0,Fayetteville State U.,163,,0,,0,,0,,0,,0,,0,,0,,0,,163,
356.0,Alabama A&M U.,158,,6,i,89,i,4,i,10,i,2,i,7,i,0,i,27,i,13,i
356.0,North Carolina Central U.,158,,0,,61,,0,,46,,0,,25,,0,,0,,26,
358.0,Lake Superior State U.,153,,0,,3,,0,,15,,0,,0,,0,,135,,0,
359.0,Hawaii Pacific U.,149,,149,,0,,0,,0,,0,,0,,0,,0,,0,
360.0,Wesleyan U.,144,,0,,0,,35,,109,,0,,0,,0,,0,,0,
361.0,Emerson C.,141,,0,,1,,0,,0,,0,,0,,0,,0,,140,
362.0,Lafayette C.,139,,0,,0,,0,,23,,0,,0,,0,,66,,50,
363.0,"California State U., Northridge",135,,4,,0,,101,,0,,0,,0,,0,,30,,0,
363.0,"CUNY, Baruch C.",135,,0,,0,,0,,0,,0,,0,,0,,0,,135,
363.0,"U. Texas, Permian Basin",135,,0,,0,,0,,0,,0,,0,,0,,0,,135,
366.0,Lamar U.,134,,0,,6,,0,,0,,0,,11,,0,,113,,4,
366.0,Northeast Ohio Medical U.,134,,0,,134,,0,,0,,0,,0,,0,,0,,0,
368.0,U. Northern Iowa,131,,0,,0,,0,,91,,0,,40,,0,,0,,0,
369.0,Barnard C.,126,,0,,126,,0,,0,,0,,0,,0,,0,,0,
370.0,Stephen F. Austin State U.,125,,0,,121,,0,,0,,0,,0,,0,,0,,4,
370.0,Towson U.,125,,0,,70,,31,,24,,0,,0,,0,,0,,0,
370.0,U. of the Pacific,125,,0,,49,,0,,0,,0,,14,,0,,58,,4,
373.0,Dakota State U.,118,,0,,0,,36,,82,,0,,0,,0,,0,,0,
374.0,Santa Clara U.,115,,0,,0,,0,,0,,0,,0,,0,,115,,0,
375.0,Keck Graduate Institute,107,,0,,107,,0,,0,,0,,0,,0,,0,,0,
376.0,St. Edward's U.,100,,0,,0,,0,,0,,0,,0,,0,,0,,100,
377.0,Tennessee Technological U.,99,,0,,0,,77,,0,,0,,0,,0,,19,,3,
378.0,U. Northern Colorado,98,,0,,98,,0,,0,,0,,0,,0,,0,,0,
379.0,"Augustana C., Sioux Falls",95,,0,,95,,0,,0,,0,,0,,0,,0,,0,
380.0,Texas A&M U.-Commerce,94,,0,,30,,64,,0,,0,,0,,0,,0,,0,
381.0,"California State U., Fullerton",93,,0,,17,,0,,0,,31,,0,,14,,31,,0,
381.0,Morgan State U.,93,,0,,59,,0,,0,,0,,0,,0,,34,,0,
383.0,West Chester U. Pennsylvania,92,,0,,3,,50,,0,,39,,0,,0,,0,,0,
384.0,"Indiana U.-Purdue U., Fort Wayne",90,,0,,34,,37,,0,,0,,3,,0,,16,,0,
384.0,Kean U.,90,,9,,76,,5,,0,,0,,0,,0,,0,,0,
386.0,Chapman U.,89,,0,,86,,0,,0,,0,,2,,0,,0,,1,
387.0,Florida Gulf Coast U.,87,,57,,0,,0,,8,,0,,0,,0,,0,,22,
388.0,Heidelberg U.,85,,85,,0,,0,,0,,0,,0,,0,,0,,0,
388.0,"U. Minnesota, Morris",85,,0,,0,,0,,0,,0,,85,,0,,0,,0,
388.0,"U. Nebraska, Omaha",85,,0,,0,,0,,0,,0,,0,,0,,0,,85,
391.0,Texas Southern U.,84,,0,,22,,0,,0,,0,,0,,0,,0,,62,
392.0,Trinity U.,82,,57,,0,,0,,0,,0,,0,,0,,25,,0,
393.0,U. Wisconsin-Green Bay,80,,10,i,21,i,2,i,5,i,3,i,5,i,0,i,10,i,24,i
394.0,"U. Oklahoma, Tulsa",77,,0,,0,,0,,0,,0,,0,,0,,77,,0,
395.0,Davidson C.,74,,3,,57,,4,,0,,10,,0,,0,,0,,0,
395.0,New School,74,,0,,0,,20,,0,,0,,10,,0,,4,,40,
397.0,Spelman C.,73,,0,,0,,0,,0,,0,,0,,0,,0,,73,
398.0,Austin Peay State U.,71,,0,,0,,0,,0,,0,,0,,0,,0,,71,
398.0,Jacksonville State U.,71,,0,,71,,0,,0,,0,,0,,0,,0,,0,
398.0,U. West Georgia,71,,0,,46,,0,,0,,25,,0,,0,,0,,0,
401.0,Mercyhurst U.,70,,0,,0,,0,,0,,0,,0,,0,,0,,70,
402.0,Pepperdine U.,68,,0,,1,,0,,0,,0,,67,,0,,0,,0,
403.0,"U. Puerto Rico, Rio Piedras",66,,0,,0,,0,,6,,0,,0,,0,,0,,60,
404.0,"California State U., Chico",65,,0,,65,,0,,0,,0,,0,,0,,0,,0,
404.0,Nicholls State U.,65,,3,,52,,0,,0,,0,,0,,0,,0,,10,
406.0,Bowling Green State U.,63,,0,,29,,0,,0,,0,,34,,0,,0,,0,
406.0,"U. Alaska, Southeast",63,,0,,0,,0,,0,,0,,0,,63,,0,,0,
408.0,Claremont Graduate U.,62,i,0,i,51,i,0,i,0,i,2,i,3,i,0,i,0,i,6,i
409.0,Illinois State U.,60,,9,,8,,1,,42,,0,,0,,0,,0,,0,
410.0,Clark Atlanta U.,58,,0,,0,,4,,54,,0,,0,,0,,0,,0,
411.0,"Southern U. and A&M C., Baton Rouge",57,,41,,11,,5,,0,,0,,0,,0,,0,,0,
412.0,Albany State U.,56,,13,,43,,0,,0,,0,,0,,0,,0,,0,
413.0,Eastern Michigan U.,55,,0,,2,,0,,20,,0,,0,,0,,31,,2,
413.0,North Carolina Agricultural and Technical State U.,55,,0,,0,,43,,0,,0,,0,,0,,12,,0,
415.0,U. Detroit Mercy,53,,0,,0,,0,,21,,0,,0,,0,,32,,0,
416.0,"California State U., San Bernardino",52,,0,,7,,0,,41,,0,,4,,0,,0,,0,
416.0,Pace U.,52,,0,,0,,52,,0,,0,,0,,0,,0,,0,
418.0,"CUNY, Lehman C.",51,,0,,43,,0,,0,,0,,8,,0,,0,,0,
418.0,Salisbury U.,51,,0,,42,,0,,0,,0,,0,,0,,0,,9,
418.0,"U. Hawaii, Hilo",51,,21,,14,,0,,0,,16,,0,,0,,0,,0,
421.0,Texas A&M International U.,49,,0,,0,,4,,0,,0,,0,,0,,0,,45,
422.0,"Trinity C., Hartford",46,,0,,43,,0,,3,,0,,0,,0,,0,,0,
422.0,U. Wisconsin-Oshkosh,46,i,2,i,25,i,1,i,3,i,2,i,1,i,0,i,8,i,4,i
424.0,Youngstown State U.,44,,0,,16,,0,,12,,0,,16,,0,,0,,0,
425.0,Christopher Newport U.,43,,0,,21,,0,,4,,0,,0,,0,,0,,18,
426.0,U. Guam,42,,24,,18,,0,,0,,0,,0,,0,,0,,0,
427.0,Quinnipiac U.,41,i,0,i,14,i,0,i,5,i,1,i,4,i,0,i,3,i,14,i
428.0,Marist C.,40,,0,,0,,40,,0,,0,,0,,0,,0,,0,
429.0,Calvin C.,39,i,1,i,17,i,8,i,2,i,0,i,2,i,0,i,1,i,8,i
430.0,U. Wisconsin-Stevens Point,36,i,2,i,20,i,1,i,2,i,0,i,2,i,0,i,7,i,2,i
431.0,U. Houston-Clear Lake,35,,0,,29,,6,,0,,0,,0,,0,,0,,0,
432.0,Claflin U.,34,,0,,34,,0,,0,,0,,0,,0,,0,,0,
432.0,Kentucky State U.,34,,0,,0,,34,,0,,0,,0,,0,,0,,0,
434.0,U. Houston-Downtown,32,,0,,1,,0,,24,,7,,0,,0,,0,,0,
435.0,Seattle Pacific U.,31,,0,,0,,0,,0,,0,,0,,0,,0,,31,
435.0,Western Illinois U.,31,,0,,20,,0,,3,,0,,7,,0,,1,,0,
437.0,"Rutgers, State U. New Jersey, Camden",29,,0,,29,,0,,0,,0,,0,,0,,0,,0,
437.0,Tarleton State U.,29,,20,,0,,0,,0,,0,,0,,0,,9,,0,
437.0,Texas Woman's U.,29,,0,,29,,0,,0,,0,,0,,0,,0,,0,
437.0,"U. North Carolina, Asheville",29,,18,,4,,0,,2,,0,,0,,0,,5,,0,
441.0,Black Hills State U.,25,,0,,0,,0,,25,,0,,0,,0,,0,,0,
442.0,Oberlin C.,23,,0,,0,,0,,23,,0,,0,,0,,0,,0,
443.0,"California State U., Bakersfield",22,,0,,0,,22,,0,,0,,0,,0,,0,,0,
444.0,Bates C.,19,,2,,7,,0,,10,,0,,0,,0,,0,,0,
444.0,"California State U., Monterey Bay",19,,15,,1,,0,,0,,0,,3,,0,,0,,0,
446.0,Loyola Marymount U.,17,,0,,0,,0,,0,,0,,0,,0,,17,,0,
447.0,Commonwealth Medical C.,16,,0,,16,,0,,0,,0,,0,,0,,0,,0,
448.0,DePaul U.,15,,0,,0,,7,,8,,0,,0,,0,,0,,0,
449.0,Edward Via C. of Osteopathic Medicine,14,,0,,14,,0,,0,,0,,0,,0,,0,,0,
449.0,U. Central Oklahoma,14,,0,,0,,12,,0,,0,,2,,0,,0,,0,
449.0,"Wheaton C., Wheaton",14,,0,,10,,0,,4,,0,,0,,0,,0,,0,
452.0,Grand Valley State U.,13,,0,,13,,0,,0,,0,,0,,0,,0,,0,
453.0,Southeastern Louisiana U.,12,,0,,0,,0,,9,,0,,3,,0,,0,,0,
454.0,U. of Mary Washington,11,,1,,0,,0,,0,,0,,0,,0,,0,,10,
454.0,U. San Francisco,11,,0,,0,,0,,0,,0,,0,,0,,0,,11,
456.0,Eastern Kentucky U.,10,,0,,0,,0,,10,,0,,0,,0,,0,,0,
456.0,Hamilton C.,10,,0,,0,,10,,0,,0,,0,,0,,0,,0,
456.0,"SUNY, Buffalo State",10,,0,,2,,0,,0,,0,,1,,0,,0,,7,
456.0,U. New Haven,10,,0,,0,,0,,0,,0,,7,,0,,3,,0,
456.0,"Union C., Schenectady",10,,0,,0,,0,,0,,0,,10,,0,,0,,0,
461.0,"Arkansas State U., Jonesboro",9,,0,,0,,0,,0,,0,,0,,0,,2,,7,
461.0,Harvey Mudd C.,9,,0,,0,,8,,0,,0,,0,,0,,1,,0,
461.0,Smith C.,9,,0,,0,,0,,0,,0,,0,,0,,9,,0,
464.0,Central Connecticut State U.,8,,0,,0,,0,,0,,0,,0,,0,,8,,0,
464.0,"U. South Florida, Sarasota-Manatee",8,,0,,0,,0,,0,,0,,0,,0,,0,,8,
464.0,Vassar C.,8,,0,i,3,i,1,i,1,i,0,i,0,i,1,i,0,i,2,i
467.0,Hobart and William Smith Colleges,7,,7,,0,,0,,0,,0,,0,,0,,0,,0,
467.0,Prairie View A&M U.,7,,0,,7,,0,,0,,0,,0,,0,,0,,0,
467.0,San Francisco State U.,7,,0,,0,,7,,0,,0,,0,,0,,0,,0,
470.0,Sul Ross State U.,6,,0,,2,,0,,0,,0,,4,,0,,0,,0,
470.0,U. Southern Maine,6,i,0,i,4,i,0,i,0,i,1,i,0,i,0,i,0,i,1,i
472.0,Augsburg C.,5,,0,,0,,0,,5,,0,,0,,0,,0,,0,
472.0,"CUNY, Graduate Center",5,,0,,0,,0,,0,,0,,5,,0,,0,,0,
472.0,Meharry Medical C.,5,,0,,5,,0,,0,,0,,0,,0,,0,,0,
472.0,"SUNY, C. Brockport",5,,0,,5,,0,,0,,0,,0,,0,,0,,0,
472.0,"U. Maryland, Eastern Shore",5,,0,,5,,0,,0,,0,,0,,0,,0,,0,
477.0,Bastyr U.,4,,0,,0,,0,,0,,0,,4,,0,,0,,0,
477.0,Gonzaga U.,4,,0,,4,,0,,0,,0,,0,,0,,0,,0,
477.0,Hofstra U.,4,,0,,0,,0,,0,,4,,0,,0,,0,,0,
477.0,Saginaw Valley State U.,4,,2,,2,,0,,0,,0,,0,,0,,0,,0,
481.0,"California State U., San Marcos",3,,2,,0,,0,,0,,1,,0,,0,,0,,0,
481.0,Middlebury C.,3,,0,,3,,0,,0,,0,,0,,0,,0,,0,
481.0,Seattle U.,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,
484.0,Azusa Pacific U.,2,,0,,2,,0,,0,,0,,0,,0,,0,,0,
484.0,Bowdoin C.,2,,0,,0,,0,,2,,0,,0,,0,,0,,0,
484.0,Bryn Mawr C.,2,,0,,0,,2,,0,,0,,0,,0,,0,,0,
484.0,Rider U.,2,,0,,2,,0,,0,,0,,0,,0,,0,,0,
484.0,Roger Williams U.,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,
484.0,Roseman U. of Health Sciences,2,,0,,2,,0,,0,,0,,0,,0,,0,,0,
484.0,"SUNY, Geneseo",2,,0,,0,,0,,0,,2,,0,,0,,0,,0,
484.0,"U. Nebraska, Kearney",2,,0,,0,,0,,0,,0,,0,,0,,0,,2,
484.0,U. South Dakota,2,,0,,0,,0,,2,,0,,0,,0,,0,,0,
493.0,Grinnell C.,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,
493.0,Norwich U.,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,
493.0,Oregon Institute of Technology,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,
493.0,Saint Joseph's U.,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,
493.0,"U. Louisiana, Monroe",1,,0,,1,,0,,0,,0,,0,,0,,0,,0,
493.0,Washington and Lee U.,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,
493.0,Western Carolina U.,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,
