Rank,Institution,2012,Unnamed: 3,2013,Unnamed: 5,2014,Unnamed: 7,2015,All social sciences,Unnamed: 10,Economics,Unnamed: 12,Political science,Unnamed: 14,Sociology,Unnamed: 16,"Social sciences, nec",Unnamed: 18,shift
248.0,"U. North Carolina, Asheville",18,,91,,127,,109.0,,109.0,,0.0,,0.0,,0.0,,,0
251.0,Central Michigan U.,29,,24,,48,,108.0,,0.0,,0.0,,11.0,,97.0,,,0
251.0,West Chester U. Pennsylvania,1,,3,,14,,108.0,,0.0,,0.0,,108.0,,0.0,,,0
253.0,New School,137,,215,,171,,107.0,,0.0,,0.0,,100.0,,7.0,,,0
254.0,Middlebury C.,208,,205,,111,,106.0,,23.0,,0.0,,83.0,,0.0,,,0
254.0,Northern Kentucky U.,0,,0,,38,,106.0,,0.0,,0.0,,106.0,,0.0,,,0
256.0,Connecticut C.,84,,37,,89,,101.0,,0.0,,0.0,,0.0,,101.0,,,0
257.0,Rider U.,0,,0,,124,,99.0,,99.0,,0.0,,0.0,,0.0,,,0
258.0,U. Louisville,918,,774,,352,,98.0,,0.0,,0.0,,6.0,,92.0,,,0
259.0,Desert Research Institute,26,,0,,33,,97.0,,0.0,,0.0,,0.0,,97.0,,,0
260.0,Hawaii Pacific U.,239,,194,,164,,94.0,,0.0,,0.0,,94.0,,0.0,,,0
260.0,Shaw U.,0,i,ne,,0,,94.0,i,28.0,i,12.0,i,54.0,i,0.0,i,,0
262.0,Old Dominion U.,602,,193,,97,,93.0,,1.0,,13.0,,12.0,,67.0,,,0
263.0,James Madison U.,212,,296,,106,,91.0,,0.0,,12.0,,79.0,,0.0,,,0
263.0,Mount Holyoke C.,46,,0,,9,,91.0,,0.0,,0.0,,0.0,,91.0,,,0
263.0,Skidmore C.,0,,0,,18,,91.0,,0.0,,0.0,,91.0,,0.0,,,0
266.0,Illinois State U.,298,,352,,372,,90.0,,90.0,,0.0,,0.0,,0.0,,,0
267.0,Central Washington U.,212,,145,,81,,88.0,,0.0,,0.0,,0.0,,88.0,,,0
268.0,Southern Methodist U.,156,,215,,4,,86.0,,86.0,,0.0,,0.0,,0.0,,,0
269.0,Boston C.,66,,82,,50,,85.0,,77.0,,0.0,,8.0,,0.0,,,0
269.0,"California State U., San Bernardino",638,,452,,490,,85.0,,0.0,,0.0,,85.0,,0.0,,,0
269.0,"CUNY, City C.",285,,67,,116,,85.0,,4.0,,0.0,,81.0,,0.0,,,0
272.0,U. Denver,28,,11,,58,,84.0,,0.0,,0.0,,0.0,,84.0,,,0
273.0,Marshall U.,35,,45,,75,,83.0,,83.0,,0.0,,0.0,,0.0,,,0
273.0,Salish Kootenai C.,0,,0,,98,i,83.0,,0.0,,0.0,,0.0,,83.0,,,0
275.0,Chapman U.,116,,61,,122,,82.0,,82.0,,0.0,,0.0,,0.0,,,0
275.0,"U. Texas, Brownsville",0,,0,,98,,82.0,,4.0,,31.0,,0.0,,47.0,,,0
275.0,West Texas A&M U.,0,,0,,0,,82.0,,82.0,,0.0,,0.0,,0.0,,,0
278.0,Montclair State U.,373,,252,,19,,77.0,,0.0,,0.0,,31.0,,46.0,,,0
278.0,U. Colorado Denver and Anschutz Medical Campus,360,,46,,1048,,77.0,,2.0,,0.0,,0.0,,75.0,,,0
280.0,"U. Texas, Tyler",0,,58,,10,,76.0,,76.0,,0.0,,0.0,,0.0,,,0
281.0,"Southern Illinois U., Edwardsville",90,,40,,6,,74.0,,0.0,,9.0,,0.0,,65.0,,,0
282.0,Wellesley C.,15,,4,,0,,71.0,,0.0,,0.0,,0.0,,71.0,,,0
283.0,"CUNY, C. Staten Island",0,,20,,28,,70.0,,51.0,,1.0,,0.0,,18.0,,,0
283.0,Tennessee State U.,0,,0,,29,,70.0,,0.0,,0.0,,0.0,,70.0,,,0
285.0,"U. Arkansas, Little Rock",3,,201,,48,,68.0,,0.0,,0.0,,4.0,,64.0,,,0
285.0,"U. Puerto Rico, Mayaguez",4,,3,,2,,68.0,,45.0,,0.0,,23.0,,0.0,,,0
287.0,"Indiana U.-Purdue U., Fort Wayne",0,,11,,11,,66.0,,0.0,,0.0,,0.0,,66.0,,,0
287.0,"SUNY, Farmingdale State C.",0,,0,,0,,66.0,,66.0,,0.0,,0.0,,0.0,,,0
289.0,Embry-Riddle Aeronautical U.,0,,0,,0,,65.0,,0.0,,0.0,,0.0,,65.0,,,0
290.0,"Union C., Schenectady",40,,0,,12,,64.0,,0.0,,0.0,,64.0,,0.0,,,0
291.0,U. Wisconsin-Stevens Point,1,,0,,0,i,62.0,i,17.0,i,13.0,i,32.0,i,0.0,i,,0
292.0,Middle Tennessee State U.,35,,412,,120,,61.0,,0.0,,0.0,,0.0,,61.0,,,0
292.0,New Jersey Institute of Technology,218,,187,,49,,61.0,,0.0,,0.0,,0.0,,61.0,,,0
294.0,Humboldt State U.,42,,51,,26,,60.0,,0.0,,0.0,,19.0,,41.0,,,0
295.0,Georgia Southern U.,159,,138,,13,,59.0,,0.0,,11.0,,0.0,,48.0,,,0
295.0,Southern Connecticut State U.,0,i,0,,0,,59.0,i,16.0,i,12.0,i,31.0,i,0.0,i,,0
297.0,Reed C.,27,,75,,29,,58.0,,44.0,,0.0,,14.0,,0.0,,,0
297.0,"U. North Carolina, Wilmington",227,,64,,51,,58.0,,33.0,,8.0,,7.0,,10.0,,,0
299.0,"Rutgers, State U. New Jersey, Camden",263,,96,,9,,57.0,,57.0,,0.0,,0.0,,0.0,,,0
300.0,U. North Florida,15,,20,,5,,53.0,,16.0,,37.0,,0.0,,0.0,,,0
301.0,Villanova U.,106,i,0,,96,,52.0,,52.0,,0.0,,0.0,,0.0,,,0
302.0,C. Charleston,202,,78,,53,,51.0,,0.0,,51.0,,0.0,,0.0,,,0
302.0,U. Akron,257,,55,,262,,51.0,,0.0,,50.0,,1.0,,0.0,,,0
304.0,"Loyola U., Chicago",364,,400,,234,,49.0,,0.0,,0.0,,32.0,,17.0,,,0
305.0,Bowdoin C.,226,,298,,79,,48.0,,48.0,,0.0,,0.0,,0.0,,,0
306.0,New Mexico State U.,43,,61,,230,,46.0,,1.0,,0.0,,19.0,,26.0,,,0
306.0,"U. Texas, Arlington",172,,149,,6,,46.0,,0.0,,0.0,,46.0,,0.0,,,0
308.0,Gallaudet U.,21,,13,,55,,43.0,,0.0,,0.0,,0.0,,43.0,,,0
309.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,412,,390,,103,,42.0,,0.0,,0.0,,29.0,,13.0,,,0
310.0,"California State U., San Marcos",10,i,10,,0,,41.0,,41.0,,0.0,,0.0,,0.0,,,0
311.0,Quinnipiac U.,9,i,16,i,ne,,39.0,i,2.0,i,1.0,i,3.0,i,33.0,i,,0
311.0,U. Houston-Clear Lake,0,,34,,42,,39.0,,0.0,,0.0,,39.0,,0.0,,,0
313.0,Morehouse C.,221,,39,,39,,38.0,,12.0,,0.0,,26.0,,0.0,,,0
314.0,Kennesaw State U.,4,i,5,,0,,36.0,,36.0,,0.0,,0.0,,0.0,,,0
315.0,Mercyhurst U.,101,,92,,67,,35.0,,0.0,,0.0,,16.0,,19.0,,,0
315.0,U. Texas Pan American,128,,82,,87,,35.0,,0.0,,32.0,,0.0,,3.0,,,0
317.0,U. West Georgia,80,,49,,112,,32.0,,0.0,,0.0,,32.0,,0.0,,,0
318.0,"Pennsylvania State U., Behrend",0,,12,,6,,31.0,,28.0,,0.0,,3.0,,0.0,,,0
318.0,Swarthmore C.,1,,3,,0,,31.0,,31.0,,0.0,,0.0,,0.0,,,0
318.0,U. North Dakota,20,,33,,30,,31.0,,0.0,,9.0,,0.0,,22.0,,,0
318.0,U. Northern Colorado,71,,103,,15,,31.0,,0.0,,0.0,,0.0,,31.0,,,0
318.0,U. Wisconsin-Green Bay,39,i,36,i,34,i,31.0,i,19.0,i,6.0,i,6.0,i,0.0,i,,0
318.0,Xavier U. Louisiana,10,,1,,24,,31.0,,0.0,,0.0,,31.0,,0.0,,,0
324.0,Barnard C.,53,,48,,0,,30.0,,0.0,,0.0,,30.0,,0.0,,,0
324.0,Loyola Marymount U.,0,,29,,30,,30.0,,23.0,,0.0,,7.0,,0.0,,,0
326.0,"California State U., Monterey Bay",0,,0,,0,,29.0,,0.0,,0.0,,29.0,,0.0,,,0
326.0,Suffolk U.,0,,0,,63,,29.0,,0.0,,0.0,,0.0,,29.0,,,0
326.0,U. Wisconsin-Oshkosh,23,,19,i,49,i,29.0,i,5.0,i,3.0,i,9.0,i,12.0,i,,0
329.0,Central Connecticut State U.,0,,0,,24,,28.0,,0.0,,0.0,,9.0,,19.0,,,0
329.0,U. South Dakota,0,,43,,0,,28.0,,0.0,,28.0,,0.0,,0.0,,,0
331.0,Macalester C.,105,,8,,32,,27.0,,0.0,,27.0,,0.0,,0.0,,,0
331.0,"U. Alaska, Southeast",0,,0,,0,,27.0,,0.0,,0.0,,0.0,,27.0,,,0
331.0,"U. Minnesota, Morris",ne,,37,,9,,27.0,,27.0,,0.0,,0.0,,0.0,,,0
331.0,"U. Oklahoma, Tulsa",ne,,ne,,ne,,27.0,,0.0,,22.0,,0.0,,5.0,,,0
335.0,Marquette U.,31,,70,,32,,26.0,,0.0,,0.0,,0.0,,26.0,,,0
336.0,Smith C.,0,,0,,0,,25.0,,0.0,,25.0,,0.0,,0.0,,,0
337.0,"Indiana U., South Bend",0,,4,,24,,24.0,,0.0,,0.0,,24.0,,0.0,,,0
337.0,St. Cloud State U.,46,,14,,6,,24.0,,0.0,,0.0,,0.0,,24.0,,,0
337.0,Stevens Institute of Technology,0,,0,,47,,24.0,,1.0,,0.0,,23.0,,0.0,,,0
337.0,"Trinity C., Hartford",0,,24,,59,,24.0,,0.0,,0.0,,24.0,,0.0,,,0
337.0,U. Detroit Mercy,0,,ne,,0,,24.0,,0.0,,0.0,,0.0,,24.0,,,0
337.0,Virginia State U.,145,,78,,107,,24.0,,24.0,,0.0,,0.0,,0.0,,,0
343.0,Bryn Mawr C.,29,,0,,5,,23.0,,0.0,,0.0,,22.0,,1.0,,,0
343.0,"Pennsylvania State U., Harrisburg",72,,78,,1,,23.0,,0.0,,23.0,,0.0,,0.0,,,0
345.0,Saint Joseph's U.,86,,16,,17,,21.0,,0.0,,0.0,,21.0,,0.0,,,0
345.0,Seattle U.,1,,ne,,59,,21.0,,21.0,,0.0,,0.0,,0.0,,,0
347.0,U. Mississippi,124,,23,,10,,20.0,,0.0,,4.0,,16.0,,0.0,,,0
348.0,"California State U., Fresno",11,,0,,0,,19.0,,19.0,,0.0,,0.0,,0.0,,,0
348.0,Vassar C.,142,,137,,24,,19.0,,19.0,,0.0,,0.0,,0.0,,,0
350.0,Haverford C.,0,,0,,19,,18.0,,0.0,,12.0,,0.0,,6.0,,,0
350.0,U. Rochester,58,,111,,36,,18.0,,0.0,,0.0,,0.0,,18.0,,,0
352.0,U. San Francisco,32,,0,,19,,17.0,,0.0,,0.0,,17.0,,0.0,,,0
352.0,U. Wisconsin-Platteville,ne,,ne,,17,i,17.0,i,0.0,i,8.0,i,9.0,i,0.0,i,,0
352.0,Western Carolina U.,38,,28,,36,,17.0,,0.0,,0.0,,17.0,,0.0,,,0
355.0,Mercer U.,0,,0,,0,,16.0,,0.0,,0.0,,0.0,,16.0,,,0
355.0,U. of the Sciences Philadelphia,45,,61,,42,,16.0,,0.0,,0.0,,0.0,,16.0,,,0
357.0,C. of Saint Benedict,ne,,0,,6,,15.0,,0.0,,0.0,,15.0,,0.0,,,0
357.0,Hamilton C.,8,,0,,0,,15.0,,0.0,,0.0,,0.0,,15.0,,,0
357.0,Hofstra U.,52,,3,,5,,15.0,,0.0,,0.0,,15.0,,0.0,,,0
357.0,Ohio U.,382,,375,,372,,15.0,,0.0,,0.0,,0.0,,15.0,,,0
357.0,U. West Florida,51,,84,,22,,15.0,,0.0,,0.0,,0.0,,15.0,,,0
357.0,Washington and Lee U.,ne,,6,,ne,,15.0,,0.0,,0.0,,0.0,,15.0,,,0
363.0,"California State U., Los Angeles",13,,36,,48,,14.0,,0.0,,0.0,,0.0,,14.0,,,0
363.0,Plymouth State U.,17,,2,,0,,14.0,,8.0,,0.0,,0.0,,6.0,,,0
363.0,Savannah State U.,0,,0,,14,,14.0,,0.0,,14.0,,0.0,,0.0,,,0
363.0,U. Guam,97,,36,,10,,14.0,,0.0,,0.0,,0.0,,14.0,,,0
363.0,U. Wisconsin-La Crosse,302,,126,,25,,14.0,,0.0,,0.0,,0.0,,14.0,,,0
363.0,Western Illinois U.,0,,8,,20,,14.0,,0.0,,0.0,,14.0,,0.0,,,0
363.0,Wright State U.,0,,101,,24,,14.0,,0.0,,0.0,,3.0,,11.0,,,0
370.0,"California State Polytechnic U., Pomona",37,,47,,36,,13.0,,0.0,,0.0,,0.0,,13.0,,,0
370.0,Christopher Newport U.,0,,1,,58,,13.0,,0.0,,0.0,,13.0,,0.0,,,0
370.0,Florida Atlantic U.,0,,15,,33,,13.0,,0.0,,0.0,,0.0,,13.0,,,0
370.0,U. Central Arkansas,3,,78,,0,,13.0,,2.0,,0.0,,0.0,,11.0,,,0
370.0,Wichita State U.,8,,0,,6,,13.0,,0.0,,0.0,,13.0,,0.0,,,0
375.0,Saginaw Valley State U.,0,,0,,ne,,12.0,,0.0,,0.0,,12.0,,0.0,,,0
375.0,San Jose State U.,135,,0,,11,,12.0,,0.0,,0.0,,0.0,,12.0,,,0
377.0,Pomona C.,122,,20,,26,,11.0,,2.0,,0.0,,0.0,,9.0,,,0
377.0,Saint Louis U.,204,,256,,149,,11.0,,0.0,,11.0,,0.0,,0.0,,,0
377.0,"U. Nebraska, Kearney",0,,0,,0,,11.0,,0.0,,0.0,,0.0,,11.0,,,0
380.0,Carleton C.,0,,3,,0,,10.0,,10.0,,0.0,,0.0,,0.0,,,0
380.0,East Tennessee State U.,0,,13,,54,,10.0,,0.0,,0.0,,10.0,,0.0,,,0
382.0,"Arkansas State U., Jonesboro",47,,17,,0,,9.0,,0.0,,0.0,,0.0,,9.0,,,0
382.0,"California State U., Stanislaus",0,,0,,0,,9.0,,0.0,,0.0,,9.0,,0.0,,,0
382.0,Northeast Ohio Medical U.,0,,16,,12,,9.0,,0.0,,0.0,,9.0,,0.0,,,0
385.0,U. of the Pacific,0,,0,,91,,8.0,,8.0,,0.0,,0.0,,0.0,,,0
386.0,Appalachian State U.,0,,14,,3,,7.0,,0.0,,0.0,,7.0,,0.0,,,0
387.0,U. of Mary Washington,18,,ne,,ne,,6.0,,0.0,,0.0,,0.0,,6.0,,,0
388.0,Trinity U.,39,,48,,6,,5.0,,0.0,,1.0,,4.0,,0.0,,,0
389.0,"SUNY, Geneseo",52,,0,,0,,4.0,,0.0,,4.0,,0.0,,0.0,,,0
390.0,Oberlin C.,25,,37,,0,,3.0,,0.0,,3.0,,0.0,,0.0,,,0
391.0,Catholic U. of America,112,,128,,64,,2.0,,0.0,,0.0,,2.0,,0.0,,,0
391.0,Eastern Kentucky U.,17,,0,,1,,2.0,,0.0,,0.0,,0.0,,2.0,,,0
393.0,McNeese State U.,20,,51,,59,,1.0,,0.0,,0.0,,0.0,,1.0,,,0
All other surveyed institutions,10784,,5664,,3569,,0.0,,0.0,,0.0,,0.0,,0.0,,,,-1
