Rank,Institution,2006,Unnamed: 3,2007,Unnamed: 5,2008,Unnamed: 7,2009,Unnamed: 9,2010,Unnamed: 11,2011,Unnamed: 13,2012,Unnamed: 15,2013,Unnamed: 17,2014,Unnamed: 19,2015,Unnamed: 21,shift
233.0,Tuskegee U.,8971,,11033,,11522,,12863,,10986,,11033,,11243,,13132,,14102,i,13929.0,i,0
234.0,"CUNY, Queens C.",6422,,7238,,8940,,9519,,13496,,15491,,14829,,14689,,15809,,13532.0,,0
235.0,U.S. Military Academy,6660,i,7043,,9293,,8543,,19763,i,12314,,11702,,11612,,13247,,13135.0,,0
236.0,Meharry Medical C.,30914,,31263,,31035,,23829,,24302,,26779,,23467,,21135,,17754,,13068.0,,0
237.0,Charles R. Drew U. of Medicine and Science,44394,,48580,,43291,,53110,,20430,,20679,,19733,,17144,,19412,,12992.0,,0
238.0,"U. Missouri, Kansas City",15965,,16542,,16765,,15786,,16139,,18748,,17219,,15406,,14613,,12810.0,,0
239.0,"U. Hawaii, Hilo",7678,,7610,,5877,,7803,,10491,,5243,,14195,,10989,,8522,,12718.0,,0
240.0,Morgan State U.,12199,,9992,,10978,,10702,,10035,,9878,,15279,,13301,,14131,,12693.0,,0
241.0,"Columbia U., Teachers C.",6770,,7655,,7622,,7357,,6478,,8433,,10120,,8492,,8909,,12666.0,,0
242.0,"U. California, Merced",3135,,3119,,4852,,8025,,9192,,9744,,10741,,10733,,10506,,12607.0,,0
243.0,Delaware State U.,6506,,6487,,7097,,8332,,9967,,11901,,11053,,11802,,12464,,12075.0,,0
244.0,"U. Maryland, Center for Environmental Science",12860,,13365,,12019,,11656,,12123,,18007,,16081,,16852,,13202,,11993.0,,0
245.0,Southern Methodist U.,9303,,10304,,10612,,9871,,12142,,17819,,15839,,13516,,18427,,11806.0,,0
246.0,Idaho State U.,11661,,11911,,13002,,12428,,13591,,16821,,15711,,12738,,10566,,11510.0,,0
247.0,New York Medical C.,26579,,26101,,23107,,22253,,21095,,21013,,16471,,13806,,11421,,11326.0,,0
248.0,Texas State U.,1872,,2528,,2146,,6323,,6815,,5971,,6770,,11088,,9696,,11318.0,,0
249.0,"Rutgers, State U. New Jersey, Newark",,,,,,,,,12243,,17503,,19296,,12420,,11014,,11118.0,,0
250.0,"U. North Carolina, Greensboro",5211,,5256,,6336,,8542,,10857,,12155,,10943,,10520,,10589,,11106.0,,0
251.0,Marshall U.,15360,,18412,,18492,,16787,,18218,,21433,,13154,,13468,,12684,,11080.0,,0
252.0,Tennessee State U.,10216,,8475,,7576,,7257,,6936,,7732,,9393,,9354,,11886,,10920.0,,0
253.0,"California State U., Northridge",5200,,7339,,7381,,7576,,11122,,8729,,13965,,7778,,11007,,10889.0,,0
254.0,Florida Atlantic U.,19952,,18037,,17642,,15115,,16457,,14793,,14926,,12480,,12317,,10402.0,,0
255.0,"U. Louisiana, Lafayette",11596,,10712,,12426,,13075,,12060,,11879,,12435,,10007,,9050,,10315.0,,0
256.0,North Carolina Central U.,6597,,4337,,6323,,5055,,6870,,9043,,10573,,7750,,9320,,10293.0,,0
257.0,"U. Minnesota, Duluth",,,,,,,,,6427,,8372,,7560,,7264,,5940,,10025.0,,0
258.0,"Texas Tech U., Health Sciences Center",9713,,8765,,8995,,11274,,12950,,14790,,13944,,14804,,9480,,9949.0,,0
259.0,Embry-Riddle Aeronautical U.,6531,i,6419,,4572,,7424,,8241,,9257,,12126,,9906,,12614,,9940.0,,0
260.0,"California Polytechnic State U., San Luis Obispo",6461,,5391,,7603,,12169,,11396,,8296,,9618,,9442,,8903,,9651.0,,0
261.0,Kent State U.,8198,,9801,,12476,,13282,,13311,,13334,,13425,,10009,,9350,,9594.0,,0
262.0,Albany Medical C.,11152,,9521,,10239,,12653,,15758,,13884,,11845,,10278,,9716,,9481.0,,0
263.0,Rosalind Franklin U. of Medicine and Science,9507,,7689,,6936,,7246,,8350,,9317,,10084,,11202,,9754,,9368.0,,0
264.0,South Dakota School of Mines and Technology,9834,,11232,,13866,,11859,,25172,,28051,,14338,,7853,,7029,,9286.0,,0
265.0,"U. Maryland, Eastern Shore",4367,,3288,,5648,,7215,,8583,,8587,,6955,,8511,,8902,,9284.0,,0
266.0,Miami U.,7874,,8964,,10872,,13500,,11546,,11476,,12447,,11314,,10311,,9278.0,,0
267.0,Creighton U.,10505,,11716,,10722,,12196,,11850,,14080,,14209,i,13272,i,11427,i,9164.0,i,0
268.0,Texas A&M U.-Corpus Christi,7798,,6609,,6015,,6966,,7647,,7225,,5387,,5990,,7085,,9155.0,,0
269.0,Marquette U.,7566,,6842,,7075,,6781,,9115,,10898,,9557,,8491,,7988,,9139.0,,0
270.0,U.S. Naval Academy,6487,,7575,,8463,,10137,,10750,,10243,,8868,,10142,,10216,,8978.0,,0
271.0,Northern Illinois U.,11696,,13034,,11566,,17098,,16907,,11226,,12311,,12178,,8697,,8915.0,,0
272.0,Dillard U.,1423,i,1959,,1473,,3594,,2711,,5019,i,7325,,7692,,6889,,8851.0,,0
273.0,U. South Dakota,17308,,16683,,17569,,16684,,16353,,14337,,13601,,14991,,11932,,8464.0,,0
274.0,American U.,1678,,4214,,5959,,6907,,6263,,6549,,5254,,5613,,7426,,8444.0,,0
275.0,Florida Institute of Technology,6138,,5570,,6706,,7820,,8903,,7387,,7189,,7112,,7706,,8251.0,,0
276.0,Van Andel Institute,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,8138.0,i,0
277.0,U. Denver,8543,,7694,,9212,,10526,,10180,,10463,,9135,,10082,,8794,,8134.0,,0
278.0,Claremont Graduate U.,1093,,986,,858,,2873,i,4888,,1050,,6200,,7030,,6885,i,8090.0,i,0
279.0,"U. Alaska, Anchorage",6333,,4369,,5633,,6194,,8485,,9352,,10041,,8799,,7212,,8015.0,,0
280.0,Prairie View A&M U.,9067,,9217,,7659,,7676,,8623,,11041,,10561,,9077,,8259,,7958.0,,0
281.0,"SUNY, C. of Environmental Science and Forestry",7831,i,7842,,9239,,7853,,8907,,8732,i,8557,i,8382,i,5564,i,7784.0,,0
282.0,Xavier U. Louisiana,3783,,4268,,4280,,4095,,5669,,6673,,7177,,5856,,7077,,7735.0,,0
283.0,Northeast Ohio Medical U.,2754,,2777,,2417,,2819,,4009,,4081,,3816,,5244,,6582,,7607.0,,0
284.0,Clark Atlanta U.,10008,,7905,,6784,,7329,,7229,,7040,,8447,,7576,,7241,,7439.0,,0
285.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,11214,,10254,,8591,,8084,,10120,,11444,,8295,,7547,,7185,,7216.0,,0
286.0,"U. Massachusetts, Dartmouth",9516,,11456,,13087,,9667,,11236,,12253,,10329,,8076,,8413,,7134.0,,0
287.0,Fisk U.,6000,,6000,,2851,,5265,,7686,,4631,,4058,,5429,i,7366,,6801.0,i,0
288.0,U. New Orleans,12432,,15075,,13657,,13815,,14185,,12475,,11481,,9729,,8716,,6787.0,,0
289.0,Alcorn State U.,5706,,7874,,9525,,10711,,9256,,8655,,8598,,8321,,7447,,6784.0,,0
290.0,Ponce Health Sciences U.,5022,,6594,,5707,,4679,,7569,,9318,,10486,,6249,,4960,,6729.0,,0
291.0,Wichita State U.,16302,,18086,,13485,,12241,,13633,,15425,,14267,,10161,,8100,,6397.0,,0
292.0,"Louisiana State U., Health Sciences Center - Shreveport",ne,,ne,,14009,,14106,,13890,,15316,,13504,,11753,,8490,,6321.0,,0
293.0,U. Central del Caribe,8206,,8672,,7304,,6752,,6504,,6613,,6304,,5946,,6407,,6147.0,,0
294.0,"California State U., Long Beach",8368,,11856,,12702,,9963,,12096,,11570,i,11044,i,10517,,7689,,6047.0,,0
295.0,U. Tulsa,7964,,7851,,6331,,5534,,6819,,7547,,6615,,6041,,5487,,5885.0,,0
296.0,Nova Southeastern U.,3204,,3470,,4294,,4517,,5669,,6829,,6570,,5334,,5906,,5856.0,,0
297.0,Morehouse C.,5378,,4743,,4650,,6993,,7704,,8280,i,8856,,9169,,6919,,5836.0,,0
298.0,U. Texas Pan American,3139,,3457,,3768,,4662,,4970,,4746,,4125,,4882,,7189,,5794.0,,0
299.0,"California State U., San Bernardino",5367,,3553,,4447,,6201,,2119,i,6212,,5914,,5633,,6004,,5628.0,,0
300.0,Langston U.,3661,,3582,,3489,,2990,,3313,,3778,,3957,,4153,,5816,,5621.0,,0
301.0,West Virginia State U.,1867,,1795,,2723,,2689,,2759,,3193,,3945,,3292,,5646,,5561.0,,0
302.0,"Lincoln U., Jefferson City",4367,,4169,,4574,,6358,,5984,,7084,,6306,,4989,,5460,,5492.0,,0
303.0,Texas A&M U.-Kingsville,4625,,5067,,3364,,5288,,5067,,4765,,4980,,4988,,6415,,5483.0,,0
304.0,U. Guam,7324,,6867,,5550,,4808,,4962,,5242,,5311,,5390,,6321,,5455.0,,0
305.0,"CUNY, Brooklyn C.",3258,,4207,,3329,,3749,,5002,,6724,,6305,,5831,,5709,,5439.0,,0
306.0,Clarkson U.,8280,,7587,,8269,,7105,,9408,,9531,,7061,,5275,,5462,,5436.0,,0
307.0,Louisiana Tech U.,5769,,4151,,6399,,8033,,9715,,10351,,8296,,7593,,6577,,5433.0,,0
308.0,Oakland U.,6205,,5386,,5357,,5485,,7024,,9001,,8168,,6855,,5986,,5339.0,,0
309.0,"California State U., Sacramento",150,i,163,,3299,,3608,,5032,,6145,,4878,,6893,,4769,,5148.0,,0
310.0,Central Michigan U.,1368,,1257,,1390,,1437,,2301,,4315,,4965,,5325,,5982,,5108.0,,0
311.0,Norfolk State U.,4621,,5998,,7287,,6306,,5413,,6345,,7739,,5465,,6381,,4918.0,,0
312.0,C. Charleston,3967,,4071,,3943,,3578,,10105,,4438,,5259,,5354,,4114,,4863.0,,0
313.0,U. New England,1178,,978,,1319,,1387,,2829,,3242,,3359,,4271,,4762,,4856.0,,0
314.0,Virginia State U.,5813,,7604,,5973,,6925,,5080,,5642,,6852,,6108,,5321,,4848.0,,0
315.0,National Defense U.,ne,,ne,,ne,,ne,,ne,,ne,,ne,,4906,,6712,,4832.0,,0
316.0,Rowan U.,3293,,3102,,2709,,2804,,1737,,2071,,2295,,1875,,4588,,4665.0,,0
317.0,East Tennessee State U.,4713,,4864,,4911,,5525,,6121,,7705,,8052,,6825,,4865,,4664.0,,0
318.0,"California State U., Fullerton",4083,,3792,,4980,,4983,,6710,,7957,,6477,,6264,,6325,,4640.0,,0
319.0,Kentucky State U.,3254,,3451,,3849,,3736,,3501,,3146,,4919,,3906,,4335,,4590.0,,0
320.0,Villanova U.,8171,i,9077,,5388,,5582,i,6367,i,6817,i,5518,i,4218,,5008,,4563.0,,0
321.0,"U. North Carolina, Wilmington",9884,,11362,,13949,,10350,,13026,,12933,,10032,,7599,,4480,,4519.0,,0
322.0,"U. Nebraska, Omaha",4509,,3700,,2951,,3117,,4128,,5034,,5589,,5230,,4979,,4484.0,,0
323.0,DePaul U.,3160,,2284,,2240,,2897,,3874,,4601,,4800,,4236,,4818,,4436.0,,0
324.0,Duquesne U.,3171,,3856,,4377,,4180,,5032,,5103,,4614,,3289,,3980,,4394.0,,0
325.0,"Arkansas State U., Jonesboro",3938,,4694,,4542,,6977,,6169,,8591,,9595,,6268,,3849,,4315.0,,0
326.0,U. Southern Maine,11662,,19656,,15138,,11914,,2498,,3592,,5415,,4515,,4318,i,4214.0,i,0
327.0,St. Edward's U.,ne,,ne,,ne,,ne,,ne,,3073,,2450,,2640,,1633,,4200.0,,0
328.0,U. Metropolitana,298,,248,,505,,597,,859,,1521,,6748,,5498,,4328,,4145.0,,0
329.0,Fort Valley State U.,2570,,2610,,3297,,3262,,4586,,3452,,3334,,3329,,4249,,4079.0,,0
330.0,Bowling Green State U.,5408,,6299,,5918,,4285,,4963,,6162,,6957,,9287,,6520,,4067.0,,0
331.0,"U. Missouri, Saint Louis",5046,,4240,,5424,,6214,,5886,,8214,,7990,,6821,,5293,,3984.0,,0
332.0,"U. Texas, Brownsville",ne,,ne,,4371,,4641,,5640,,6122,,7098,,8733,,5762,,3952.0,,0
333.0,"U. Arkansas, Pine Bluff",3777,,3091,,3788,,3894,,3947,,4696,,4540,,4550,,3875,,3912.0,,0
334.0,Western Washington U.,2878,,2910,,3100,,2819,,4137,,4153,,3714,,3287,,3425,,3879.0,,0
335.0,Baylor U.,1269,,2829,,3220,,4587,,2842,,3386,,3289,,3435,,3991,,3839.0,,0
336.0,Tarleton State U.,5488,,4852,,4701,,7599,,6379,,6036,,5086,,3525,,3565,,3801.0,,0
337.0,"California State U., Los Angeles",8672,,9819,,8848,,8163,,7027,,8296,,6739,,6948,,4788,,3794.0,,0
338.0,U. Colorado Colorado Springs,3470,,4098,,4076,,4429,,6453,,5420,,2935,,2471,,3150,,3791.0,,0
339.0,MGH Institute of Health Professions,ne,,ne,,ne,,ne,,ne,,408,,ne,,ne,,ne,,3766.0,,0
340.0,"U. Arkansas, Little Rock",1126,,2617,i,4108,,4961,,6578,,7995,,7894,,6076,,4559,,3736.0,,0
341.0,"U. Texas Health Science Center, Tyler",ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,3713.0,,0
342.0,"California State U., San Marcos",ne,,ne,,670,,3521,,3548,,3548,i,3548,i,3550,,3177,,3709.0,,0
343.0,Wesleyan U.,4744,,5094,,4133,,3230,,4475,,5361,,4612,,3930,,3313,,3582.0,,0
344.0,Smith C.,2796,,2858,,3429,,3408,,2755,,3101,,2626,,2824,,3042,,3575.0,,0
345.0,Tennessee Technological U.,3601,,6076,,5094,,5812,,6958,,5119,,4154,,3566,,3662,,3508.0,,0
346.0,"California State U., Monterey Bay",3779,,3832,,3596,,3157,,3167,,4713,,4341,,4961,,3862,,3459.0,,0
347.0,Montana Tech of U. Montana,5040,,4445,,4694,,3939,,5321,,4999,,3293,,3507,,3202,,3420.0,,0
348.0,Texas Christian U.,3318,,3022,,2685,,2558,,2161,,2483,,3253,,3767,,3690,,3291.0,,0
349.0,Humboldt State U.,2548,,2510,,4723,,3541,,2965,,3292,,3575,,2819,,2498,,3280.0,,0
350.0,"Southern U. and A&M C., Baton Rouge",3496,,4375,,5593,,5920,,5920,,6057,i,6194,,3998,,2714,,3258.0,,0
351.0,Missouri State U.,4615,,8740,,7747,,9786,,6051,,4756,,3697,,3129,,3027,,3141.0,,0
352.0,"California State U., Fresno",1561,,2477,,3684,,4275,,3089,,3589,,3517,,2682,,2852,,3040.0,,0
353.0,Western Kentucky U.,7079,,8225,,6536,,6247,,6606,,6079,,5639,,4161,,2916,,2983.0,,0
354.0,Wellesley C.,2819,,3210,,3083,,2595,,3406,,2461,,2895,,3130,,3579,,2971.0,,0
355.0,Georgia Southern U.,1406,,1348,,829,,942,,1882,,1520,,1341,,1990,,3123,,2923.0,,0
356.0,Illinois State U.,3156,,3074,,3996,,3627,,3449,,3264,,2954,,3203,,3463,,2872.0,,0
357.0,Texas Southern U.,4225,,3651,,3955,,4228,,3638,,3806,,4287,,4741,,2764,,2801.0,,0
358.0,Fordham U.,2441,,2268,,2774,,3293,,3426,,3086,,3193,,3748,,3239,,2789.0,,0
359.0,"Texas Tech U., Health Sciences Center, El Paso",ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,5316,,2689.0,,0
360.0,"Southern U. and A&M C., Agricultural Research and Extension Center",ne,,ne,,ne,,ne,,ne,,4049,,5926,,3481,,3363,,2514.0,,0
361.0,"SUNY, C. of Optometry",1753,,2164,,1982,,2043,,2829,,3336,,3162,,2757,,2567,,2490.0,,0
362.0,A. T. Still U.,273,,120,,7,,6,,116,,244,,117,i,210,i,302,,2442.0,,0
363.0,James Madison U.,3576,,3809,,3650,,3727,,5563,,5218,,6476,,4604,,2997,,2418.0,,0
364.0,U. Baltimore,1757,,286,,674,,1418,,1518,,2328,,2391,,2063,,2513,,2390.0,,0
365.0,"CUNY, Lehman C.",3733,,3980,,2689,,1997,,2348,i,2700,,2208,,1874,,2247,,2371.0,,0
366.0,Chapman U.,236,,198,,219,,947,,1429,,1215,,1465,,2227,,2170,,2348.0,,0
367.0,Youngstown State U.,1067,,464,,1059,,1187,,2067,,3304,,2159,,1825,,1867,,2346.0,,0
368.0,"CUNY, John Jay C. of Criminal Justice",532,,1509,,2162,,2613,,3079,,3410,,2786,,2839,,2164,,2342.0,,0
369.0,Mount Holyoke C.,1780,,1989,,1947,,1754,,1346,,1883,,1790,,1775,,2374,,2314.0,,0
370.0,Alabama State U.,1685,,1685,,2461,,11117,,13340,,12340,,13607,,1927,,2236,,2303.0,,0
371.0,Clark U.,3192,,2734,,2878,,2685,,3243,,3776,,2970,,2649,,2643,,2297.0,,0
372.0,"Purdue U., Calumet",,,,,,,,,1450,,1942,,1711,,1499,,1806,,2176.0,,0
373.0,Barnard C.,2098,,2511,,2411,,2374,,2702,,3226,,3122,,2530,,2190,,2166.0,,0
374.0,Bowdoin C.,1484,,1402,,1271,,1254,,1806,,1876,,3300,,3240,,2330,,2154.0,,0
375.0,Montclair State U.,1484,,1087,,1183,,1488,,1113,,2552,,3265,,2944,,1900,,2116.0,,0
376.0,"Southern Illinois U., Edwardsville",1305,,3133,,2668,,2022,,4140,,3946,,2808,,2896,,2066,,2111.0,,0
377.0,New School,4854,,5922,,980,,480,,1376,,1512,,1830,,2370,,1892,,2106.0,,0
378.0,New York Institute of Technology,267,,865,,410,,915,,250,,369,,950,,2097,,3049,,2070.0,,0
379.0,Gallaudet U.,1959,,3460,,3834,i,4208,i,4584,,3876,,3712,,3916,,2586,,2064.0,,0
380.0,Grand Valley State U.,332,,463,,610,,996,,1078,,1610,i,2142,i,2675,,2151,,2033.0,,0
381.0,Bates C.,1226,,887,,831,,758,,971,,1485,,1555,,1390,,1114,,2004.0,,0
382.0,U. Wisconsin-Stevens Point,945,,1112,,1410,,1814,,4455,,3752,i,3049,,2131,,2064,i,1985.0,i,0
383.0,"Rutgers, State U. New Jersey, Camden",,,,,,,,,1765,,1259,,1248,,1511,,1728,,1984.0,,0
384.0,"U. Tennessee, Chattanooga",2585,,1690,,3528,,3148,,4866,,2929,,3199,,2056,,1486,,1949.0,,0
385.0,Tougaloo C.,434,,1007,,1936,,2334,,2978,,2542,,1865,,1857,,1894,,1868.0,,0
386.0,"California State U., Bakersfield",2301,,584,,139,,583,,637,,727,,641,,1721,,1140,,1854.0,,0
387.0,U. Northern Iowa,500,,1093,,858,,661,,499,,1597,,1982,,2146,,2007,,1847.0,,0
388.0,"U. Michigan, Dearborn",,,,,,,,,2801,,4291,,2881,,3103,,2882,,1844.0,,0
389.0,Hofstra U.,529,,515,,498,,546,,920,,948,,1117,,666,,997,,1836.0,,0
390.0,Amherst C.,1708,,1100,,1194,,1340,,966,,1775,,1810,i,1846,,1543,,1835.0,,0
391.0,Ball State U.,5119,,4541,,3423,,2202,,1712,,1701,,2171,,1267,,1617,,1828.0,,0
392.0,"California State Polytechnic U., Pomona",2502,,2466,,1750,,1682,,2523,,2964,,2635,,2945,,2165,,1826.0,,0
393.0,U. San Diego,280,,297,,346,,922,,1332,,1139,,1903,,2002,,2435,,1799.0,,0
394.0,Savannah State U.,2342,,2257,,1864,,1615,,1774,,2518,,1874,,2514,,2127,,1796.0,,0
395.0,Appalachian State U.,1576,,2059,,1485,,1118,,1662,,2398,,2264,,1722,,2186,,1795.0,,0
396.0,Fayetteville State U.,554,,1527,,1270,,1534,,2188,,1810,,1421,,1690,,2185,,1792.0,,0
397.0,U. Richmond,1310,,1328,,1864,,1857,,2050,,1705,,2097,,1747,,2004,,1738.0,,0
398.0,Bryn Mawr C.,998,,1222,,1180,,2298,,932,,1469,,1619,,1853,,1346,,1713.0,,0
399.0,"CUNY, Graduate Center",2544,,2431,,4304,,2123,,2663,,1652,,1849,,2180,,2127,,1707.0,,0
400.0,Davidson C.,230,,656,,799,,1572,,1153,,1053,,651,,1574,,1166,,1703.0,,0
401.0,Williams C.,2141,,1705,,1837,,1959,,2330,,2117,,2029,,1498,,1029,,1700.0,,0
402.0,Elizabeth City State U.,590,,1792,,2979,,3404,,5352,,10176,,3673,,3767,,1956,,1644.0,,0
403.0,Reed C.,598,,658,,663,,639,,796,,772,,678,,897,,1092,,1638.0,,0
404.0,West Texas A&M U.,2489,,2558,,2242,,1898,,2100,,1340,,1785,,1314,,1324,,1635.0,,0
405.0,Harvey Mudd C.,1003,,1231,,1637,,1622,,2049,,2594,,2038,,2004,,1457,,1633.0,,0
406.0,Middle Tennessee State U.,636,,1011,,468,,1333,,2428,,1595,,4207,,1897,,1022,,1609.0,,0
407.0,Central Washington U.,1494,,1909,,2174,,2240,,4038,,2238,,1840,,1242,,1108,,1575.0,,0
408.0,Stephen F. Austin State U.,3695,,3285,,3606,,3636,,4704,,1385,,953,,1055,,1118,,1565.0,,0
409.0,"Palmer C. of Chiropractic, Davenport",ne,,ne,,1640,,1404,,3009,,3344,,2906,,1991,,1775,i,1558.0,,0
409.0,Southern Connecticut State U.,1458,i,1249,,1039,,623,,0,,899,,605,i,446,,1620,i,1558.0,i,0
411.0,Middlebury C.,1483,i,1597,,1710,,1790,,2245,,2289,,2513,,1760,,1320,,1535.0,,0
412.0,Central State U.,2263,,2263,,2376,,2888,,2544,,3475,,3340,,2686,,2000,,1508.0,,0
413.0,South Carolina State U.,2587,,2587,,6252,,7037,,6333,,6797,i,7261,,2958,i,2231,i,1503.0,,0
414.0,Bowie State U.,1951,,1960,,ne,,ne,,ne,,1910,,1739,,1422,,1761,,1497.0,,0
415.0,Bucknell U.,1802,,958,,1539,,2150,,2626,,2600,,1514,,1581,,1724,,1489.0,,0
416.0,Sam Houston State U.,1115,,1923,,1625,,2644,,4887,,2098,,2422,,1729,,1733,,1488.0,,0
417.0,"U. Louisiana, Monroe",1743,,1194,,7429,,2432,,1470,,1971,,1752,,976,,1705,,1479.0,,0
418.0,Haverford C.,514,,622,,1073,,1338,,2698,,1851,,1478,,1547,,1309,,1476.0,,0
419.0,"Pennsylvania State U., Behrend",,,,,,,,,887,,1029,,1232,,1341,,1596,,1474.0,,0
420.0,"U. North Carolina, Asheville",1745,,3473,,1619,,1405,,1367,,1519,,1565,,1505,,1174,,1452.0,,0
421.0,Hope C.,1710,,1432,,972,,1207,,2523,,2414,,1912,,1993,,1834,,1436.0,,0
422.0,U. of the District of Columbia,3813,,4002,,4211,,1938,,1946,,2313,,2430,,2168,,1627,,1434.0,,0
423.0,U. Central Oklahoma,841,,308,,843,,850,,1059,,1146,,750,,765,,993,,1422.0,,0
424.0,"Toyota Technological Institute, Chicago",ne,,ne,,ne,,ne,,ne,,496,,ne,,ne,,ne,,1392.0,,0
425.0,"U. Washington, Tacoma",,,,,,,,,47,,108,,130,,0,,0,,1386.0,,0
426.0,Benedict C.,1201,,1573,,1281,,1229,,1473,,2925,,2713,,2625,,2443,,1373.0,,0
427.0,Oberlin C.,548,,639,,585,,683,,1359,,1183,,1330,,1204,,1204,,1364.0,,0
428.0,Swarthmore C.,1682,,741,,812,,871,,901,,1005,,1115,,1203,,1261,,1352.0,,0
429.0,"U. Alaska, Southeast",409,,891,,1695,,1269,,1150,,941,,887,,1001,,1158,,1341.0,,0
430.0,American Samoa Community C.,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,1337.0,,0
431.0,Milwaukee School of Engineering,786,,1133,,1465,,1291,,1177,,1181,,1207,,1245,,1500,,1335.0,,0
432.0,"Touro U., Vallejo",ne,,ne,,ne,,642,,999,,1196,,1390,,1351,,1374,,1332.0,,0
433.0,Pace U.,408,,443,,602,,377,,627,,952,,1469,,1054,,1155,,1329.0,,0
434.0,Towson U.,894,,820,,936,,1544,,1806,,2630,,1771,,2015,,1870,,1325.0,,0
435.0,Alfred U.,2364,,2002,,1110,,1289,,1645,,1964,,1625,,1447,,1310,,1305.0,,0
436.0,St. Cloud State U.,832,,885,,883,,878,,501,,380,,215,,420,,797,,1299.0,,0
437.0,Eastern Michigan U.,2611,,1719,,2381,,3699,,3375,,3802,,3081,,2194,,932,,1274.0,,0
438.0,Valparaiso U.,487,,582,,642,,532,,505,,880,,1290,,743,,978,,1262.0,,0
439.0,Northern Kentucky U.,1280,,908,,1062,,1160,,1476,,1573,,1474,,1239,,1396,,1246.0,,0
440.0,U. Northern Colorado,1590,,1079,,1283,,1828,,1606,,1513,,1117,,956,,1867,,1230.0,,0
441.0,Plymouth State U.,ne,,ne,,892,,861,,1012,i,1402,i,1315,,1116,,1261,,1224.0,,0
441.0,Santa Clara U.,3695,i,3721,i,3796,,3915,,3494,,1992,,1953,,1641,,1992,,1224.0,,0
443.0,U. Central Arkansas,2490,,2034,,1036,,1018,,1560,,1300,,1314,,1033,,1145,,1222.0,,0
443.0,"U. Washington, Bothell",,,,,,,,,435,,363,,323,,0,,711,,1222.0,,0
445.0,Southeastern Louisiana U.,1402,,1055,,1045,,940,,942,,735,,794,,815,,692,,1212.0,,0
446.0,Salus U.,1543,,1500,,1776,,1288,,1261,,1152,,1086,,1032,,1044,,1198.0,,0
447.0,Salish Kootenai C.,ne,,ne,,419,,492,,382,,658,,1019,,1042,,1399,i,1186.0,,0
448.0,U. North Florida,2120,,2535,,1702,,3404,,4516,,5048,,3760,,1424,,1045,,1184.0,,0
449.0,Providence C.,392,,483,,525,,607,,857,,726,,ne,,827,,ne,,1162.0,,0
450.0,Claflin U.,930,,1261,i,1592,,3328,,3226,,5103,,5090,,2556,,1511,,1158.0,,0
451.0,Saint Michael's C.,ne,,ne,,ne,,407,,487,,471,,ne,,1293,,1242,,1153.0,,0
452.0,Trinity U.,717,,715,,979,,780,,964,,1046,,1222,,1989,,1535,,1151.0,,0
453.0,Florida Gulf Coast U.,2598,,2386,,2719,,3052,,2661,,2740,,1902,,1553,,1153,,1139.0,,0
454.0,Siena C.,630,i,585,i,567,,1069,,1045,,1687,,1618,,1608,,1456,,1136.0,,0
455.0,Roger Williams U.,960,,790,,783,,559,,1056,,1391,,1362,,1206,,1454,,1124.0,,0
456.0,Norwich U.,ne,,ne,,ne,,ne,,ne,,1064,,733,,878,,811,,1121.0,,0
456.0,Texas A&M U.-Commerce,174,,305,,421,,750,,1078,,941,,1182,,1319,,1067,,1121.0,,0
458.0,Calvin C.,543,,600,,1855,,1496,,2031,,556,,664,,731,,1208,,1115.0,i,0
459.0,Colgate U.,1111,,1283,,1235,,1370,,1519,,1058,,1497,,1320,,1153,,1109.0,,0
460.0,Franklin W. Olin C. of Engineering,ne,,ne,,ne,,ne,,ne,,666,,1090,,946,,1050,,1103.0,,0
461.0,Western U. of Health Sciences,905,,680,,786,,809,,885,,900,,1268,,1130,,1368,,1099.0,,0
462.0,"Union C., Schenectady",534,,647,,930,,741,,1427,,959,,867,,1863,,1385,,1080.0,,0
463.0,Carleton C.,1323,,1417,,1485,,1765,,1643,,2132,,2212,,3326,,3046,,1077.0,,0
464.0,Pomona C.,1053,,1226,,1016,,815,,1038,,1769,,1528,,2144,,1789,,1074.0,,0
465.0,Furman U.,1029,,775,,1042,,1184,,1245,,984,,1044,,1108,,857,,1071.0,,0
466.0,Albany C. of Pharmacy and Health Sciences,524,,250,,582,,825,,1380,,1634,,1182,,1333,,1643,,1065.0,,0
467.0,Morehead State U.,997,,1257,,1788,,1227,,1291,,1656,,1591,,1798,,961,,1064.0,,0
468.0,U. West Florida,3400,,4017,,3426,,2798,,2310,,1505,,809,,646,,883,,1061.0,,0
469.0,Lafayette C.,976,,826,,1063,,879,,1223,,1421,,1149,,1145,,853,,1052.0,,0
470.0,Coastal Carolina U.,936,,818,,1445,,899,,1533,,1439,,1474,,1691,,1281,,1041.0,,0
471.0,Colby C.,1054,,723,,731,,985,,1015,,1002,,1148,,989,,943,,1038.0,,0
472.0,"California State U., Dominguez Hills",2530,,4580,,3036,,2441,,2658,,2671,,2689,,2738,,1384,i,1035.0,,0
